DateTime;NO2;O3;P;SQ;WD;Wvh;dewP;temp
2018-08-01 00:00:00;26.35;36.2;10.0;0.0;60.0;10.0;119.0;123.0
2018-08-01 01:00:00;26.95;27.61;10.0;0.0;0.0;0.0;115.0;120.0
2018-08-01 02:00:00;23.1;25.91;10.0;0.0;0.0;0.0;109.0;114.0
2018-08-01 03:00:00;20.1;20.78;10.0;0.0;20.0;10.0;109.0;114.0
2018-08-01 04:00:00;25.97;9.18;10.0;0.0;70.0;10.0;122.0;126.0
2018-08-01 05:00:00;29.77;5.02;10.0;0.0;70.0;0.0;145.0;166.0
2018-08-01 06:00:00;36.01;6.94;20.0;0.0;0.0;10.0;145.0;195.0
2018-08-01 07:00:00;44.3;8.77;20.0;0.0;0.0;10.0;142.0;212.0
2018-08-01 08:00:00;41.8;18.97;30.0;0.0;330.0;10.0;114.0;232.0
2018-08-01 09:00:00;24.45;50.96;40.0;0.0;310.0;20.0;116.0;250.0
2018-08-01 10:00:00;19.33;56.48;40.0;0.0;360.0;20.0;126.0;255.0
2018-08-01 11:00:00;24.88;54.03;50.0;0.0;300.0;30.0;129.0;262.0
2018-08-01 12:00:00;14.0;65.91;50.0;0.0;340.0;20.0;123.0;258.0
2018-08-01 13:00:00;10.35;76.83;50.0;0.0;270.0;20.0;124.0;266.0
2018-08-01 14:00:00;12.63;84.03;50.0;0.0;310.0;20.0;129.0;268.0
2018-08-01 15:00:00;20.04;82.51;60.0;0.0;300.0;30.0;137.0;267.0
2018-08-01 16:00:00;12.47;90.08;70.0;0.0;320.0;40.0;139.0;257.0
2018-08-01 17:00:00;16.37;83.7;70.0;0.0;340.0;40.0;135.0;247.0
2018-08-01 18:00:00;15.56;75.57;70.0;0.0;340.0;30.0;124.0;228.0
2018-08-01 19:00:00;15.68;56.34;40.0;0.0;340.0;20.0;118.0;213.0
2018-08-01 20:00:00;10.56;60.17;30.0;0.0;350.0;20.0;122.0;197.0
2018-08-01 21:00:00;10.67;58.06;30.0;0.0;350.0;20.0;131.0;178.0
2018-08-01 22:00:00;13.04;53.2;30.0;0.0;330.0;20.0;134.0;178.0
2018-08-01 23:00:00;11.7;49.04;30.0;0.0;340.0;20.0;142.0;166.0
2018-08-02 00:00:00;16.28;37.25;30.0;0.0;340.0;20.0;156.0;174.0
2018-08-02 01:00:00;15.03;30.62;30.0;0.0;350.0;20.0;159.0;167.0
2018-08-02 02:00:00;12.97;30.62;30.0;0.0;360.0;20.0;154.0;159.0
2018-08-02 03:00:00;12.76;27.79;20.0;0.0;40.0;10.0;146.0;150.0
2018-08-02 04:00:00;14.91;25.58;20.0;0.0;60.0;10.0;153.0;157.0
2018-08-02 05:00:00;23.64;16.41;20.0;0.0;50.0;10.0;153.0;209.0
2018-08-02 06:00:00;27.38;25.93;20.0;0.0;50.0;10.0;140.0;237.0
2018-08-02 07:00:00;20.82;45.29;20.0;0.0;50.0;10.0;129.0;257.0
2018-08-02 08:00:00;22.83;52.53;40.0;0.0;290.0;20.0;137.0;258.0
2018-08-02 09:00:00;14.73;76.78;50.0;0.0;320.0;30.0;140.0;267.0
2018-08-02 10:00:00;10.16;89.42;60.0;0.0;300.0;30.0;143.0;277.0
2018-08-02 11:00:00;12.13;97.42;60.0;0.0;340.0;30.0;141.0;282.0
2018-08-02 12:00:00;16.11;105.6;50.0;0.0;290.0;30.0;145.0;291.0
2018-08-02 13:00:00;17.98;115.06;70.0;0.0;290.0;40.0;139.0;294.0
2018-08-02 14:00:00;12.14;110.19;80.0;0.0;310.0;40.0;141.0;285.0
2018-08-02 15:00:00;12.91;103.2;80.0;0.0;330.0;40.0;141.0;276.0
2018-08-02 16:00:00;11.39;102.56;70.0;0.0;340.0;40.0;140.0;270.0
2018-08-02 17:00:00;12.65;102.15;60.0;0.0;330.0;30.0;138.0;263.0
2018-08-02 18:00:00;14.96;94.78;50.0;0.0;340.0;20.0;142.0;246.0
2018-08-02 19:00:00;13.72;90.05;40.0;0.0;360.0;20.0;153.0;211.0
2018-08-02 20:00:00;11.12;85.78;20.0;0.0;340.0;10.0;151.0;191.0
2018-08-02 21:00:00;13.76;75.94;20.0;0.0;20.0;10.0;154.0;176.0
2018-08-02 22:00:00;14.07;67.95;20.0;0.0;350.0;10.0;151.0;169.0
2018-08-02 23:00:00;17.46;58.55;20.0;0.0;0.0;10.0;149.0;158.0
2018-08-03 00:00:00;17.98;57.31;30.0;0.0;330.0;10.0;152.0;162.0
2018-08-03 01:00:00;17.78;51.2;30.0;0.0;340.0;10.0;151.0;157.0
2018-08-03 02:00:00;10.81;55.57;20.0;0.0;330.0;10.0;143.0;147.0
2018-08-03 03:00:00;11.52;39.69;10.0;0.0;330.0;10.0;138.0;143.0
2018-08-03 04:00:00;15.55;25.37;20.0;0.0;360.0;0.0;153.0;158.0
2018-08-03 05:00:00;25.31;26.59;20.0;0.0;40.0;10.0;150.0;207.0
2018-08-03 06:00:00;31.09;29.86;30.0;0.0;20.0;10.0;149.0;234.0
2018-08-03 07:00:00;27.7;47.45;30.0;0.0;40.0;20.0;143.0;252.0
2018-08-03 08:00:00;20.82;66.53;40.0;0.0;340.0;20.0;139.0;268.0
2018-08-03 09:00:00;10.16;93.9;40.0;0.0;280.0;10.0;155.0;289.0
2018-08-03 10:00:00;9.18;108.36;60.0;0.0;310.0;30.0;155.0;288.0
2018-08-03 11:00:00;8.65;116.28;50.0;0.0;320.0;30.0;147.0;296.0
2018-08-03 12:00:00;8.58;127.02;60.0;0.0;320.0;30.0;157.0;303.0
2018-08-03 13:00:00;5.71;131.57;70.0;0.0;330.0;40.0;150.0;304.0
2018-08-03 14:00:00;6.64;134.95;60.0;0.0;330.0;40.0;129.0;299.0
2018-08-03 15:00:00;9.26;129.72;70.0;0.0;340.0;40.0;132.0;296.0
2018-08-03 16:00:00;8.13;104.3;70.0;0.0;350.0;40.0;147.0;289.0
2018-08-03 17:00:00;4.57;98.81;70.0;0.0;20.0;40.0;136.0;282.0
2018-08-03 18:00:00;4.19;87.9;60.0;0.0;40.0;40.0;158.0;258.0
2018-08-03 19:00:00;4.92;77.47;50.0;0.0;20.0;20.0;160.0;239.0
2018-08-03 20:00:00;8.79;70.22;40.0;0.0;350.0;20.0;159.0;225.0
2018-08-03 21:00:00;7.99;71.89;50.0;0.0;340.0;20.0;166.0;213.0
2018-08-03 22:00:00;7.15;66.73;50.0;0.0;30.0;20.0;177.0;219.0
2018-08-03 23:00:00;7.7;54.39;40.0;0.0;30.0;20.0;157.0;210.0
2018-08-04 00:00:00;8.17;48.79;40.0;0.0;50.0;20.0;156.0;204.0
2018-08-04 01:00:00;8.43;43.02;30.0;0.0;350.0;20.0;155.0;200.0
2018-08-04 02:00:00;8.33;40.06;30.0;0.0;80.0;10.0;156.0;185.0
2018-08-04 03:00:00;9.1;35.27;40.0;0.0;360.0;10.0;155.0;178.0
2018-08-04 04:00:00;10.74;32.66;30.0;0.0;10.0;10.0;155.0;174.0
2018-08-04 05:00:00;10.09;32.09;30.0;0.0;20.0;10.0;155.0;216.0
2018-08-04 06:00:00;13.86;30.33;30.0;0.0;360.0;20.0;151.0;235.0
2018-08-04 07:00:00;10.66;37.28;40.0;0.0;360.0;30.0;150.0;252.0
