DateTime;NO2;O3;P;SQ;WD;Wvh;dewP;temp
2018-08-01 00:00:00;23.7;37.2;10.0;0.0;0.0;10.0;128.0;133.0
2018-08-01 01:00:00;21.6;35.9;10.0;0.0;80.0;0.0;132.0;137.0
2018-08-01 02:00:00;20.6;34.8;20.0;0.0;80.0;10.0;128.0;133.0
2018-08-01 03:00:00;21.2;34.3;20.0;0.0;340.0;10.0;123.0;125.0
2018-08-01 04:00:00;30.4;20.6;10.0;0.0;300.0;0.0;132.0;137.0
2018-08-01 05:00:00;40.3;7.1;10.0;0.0;300.0;10.0;154.0;169.0
2018-08-01 06:00:00;48.7;4.3;20.0;0.0;0.0;10.0;155.0;202.0
2018-08-01 07:00:00;35.0;27.0;20.0;0.0;0.0;10.0;140.0;215.0
2018-08-01 08:00:00;22.5;43.0;40.0;0.0;300.0;20.0;139.0;230.0
2018-08-01 09:00:00;17.0;51.8;50.0;0.0;280.0;30.0;149.0;241.0
2018-08-01 10:00:00;14.9;56.6;50.0;0.0;280.0;30.0;141.0;245.0
2018-08-01 11:00:00;18.1;60.2;60.0;0.0;290.0;30.0;133.0;250.0
2018-08-01 12:00:00;18.1;57.2;70.0;0.0;280.0;30.0;140.0;248.0
2018-08-01 13:00:00;24.8;61.8;70.0;0.0;300.0;30.0;127.0;251.0
2018-08-01 14:00:00;31.1;58.5;60.0;0.0;290.0;30.0;120.0;253.0
2018-08-01 15:00:00;33.8;53.4;60.0;0.0;320.0;40.0;115.0;247.0
2018-08-01 16:00:00;35.3;47.4;50.0;0.0;320.0;30.0;112.0;243.0
2018-08-01 17:00:00;22.5;59.7;50.0;0.0;340.0;30.0;127.0;232.0
2018-08-01 18:00:00;18.3;65.4;50.0;0.0;360.0;20.0;125.0;209.0
2018-08-01 19:00:00;17.4;65.7;50.0;0.0;20.0;20.0;137.0;189.0
2018-08-01 20:00:00;21.2;54.4;20.0;0.0;330.0;10.0;146.0;172.0
2018-08-01 21:00:00;37.1;37.3;20.0;0.0;350.0;10.0;147.0;166.0
2018-08-01 22:00:00;40.3;36.2;10.0;0.0;0.0;0.0;152.0;167.0
2018-08-01 23:00:00;33.8;39.7;10.0;0.0;0.0;10.0;151.0;163.0
2018-08-02 00:00:00;31.7;37.4;10.0;0.0;0.0;0.0;153.0;163.0
2018-08-02 01:00:00;31.1;36.0;20.0;0.0;0.0;0.0;151.0;162.0
2018-08-02 02:00:00;53.7;12.3;20.0;0.0;310.0;10.0;152.0;158.0
2018-08-02 03:00:00;55.0;16.1;10.0;0.0;0.0;0.0;149.0;155.0
2018-08-02 04:00:00;51.0;18.9;10.0;0.0;0.0;0.0;148.0;159.0
2018-08-02 05:00:00;67.4;3.3;20.0;0.0;310.0;10.0;148.0;185.0
2018-08-02 06:00:00;68.6;3.1;30.0;0.0;300.0;10.0;146.0;218.0
2018-08-02 07:00:00;75.8;10.6;30.0;0.0;310.0;20.0;134.0;241.0
2018-08-02 08:00:00;72.0;19.7;40.0;0.0;280.0;20.0;136.0;254.0
2018-08-02 09:00:00;52.0;34.7;50.0;0.0;320.0;20.0;130.0;262.0
2018-08-02 10:00:00;44.7;42.8;70.0;0.0;280.0;30.0;134.0;269.0
2018-08-02 11:00:00;39.9;47.2;60.0;0.0;280.0;40.0;145.0;272.0
2018-08-02 12:00:00;37.1;52.2;60.0;0.0;280.0;40.0;141.0;270.0
2018-08-02 13:00:00;43.0;56.0;70.0;0.0;280.0;40.0;136.0;274.0
2018-08-02 14:00:00;39.5;67.4;60.0;0.0;280.0;30.0;130.0;268.0
2018-08-02 15:00:00;32.9;78.5;60.0;0.0;280.0;30.0;128.0;265.0
2018-08-02 16:00:00;28.7;87.3;60.0;0.0;280.0;30.0;133.0;260.0
2018-08-02 17:00:00;38.6;70.7;40.0;0.0;270.0;20.0;145.0;252.0
2018-08-02 18:00:00;35.9;70.1;30.0;0.0;280.0;20.0;142.0;225.0
2018-08-02 19:00:00;28.3;83.2;30.0;0.0;280.0;20.0;137.0;207.0
2018-08-02 20:00:00;30.2;78.3;20.0;0.0;30.0;10.0;142.0;198.0
2018-08-02 21:00:00;45.1;56.0;30.0;0.0;20.0;20.0;141.0;179.0
2018-08-02 22:00:00;44.5;53.0;20.0;0.0;360.0;10.0;151.0;167.0
2018-08-02 23:00:00;41.4;44.4;10.0;0.0;60.0;10.0;154.0;162.0
2018-08-03 00:00:00;36.7;38.7;20.0;0.0;340.0;10.0;147.0;152.0
2018-08-03 01:00:00;35.5;37.6;20.0;0.0;360.0;10.0;147.0;147.0
2018-08-03 02:00:00;55.6;14.7;10.0;0.0;30.0;0.0;146.0;149.0
2018-08-03 03:00:00;64.7;1.4;10.0;0.0;30.0;0.0;141.0;143.0
2018-08-03 04:00:00;54.2;4.0;10.0;0.0;0.0;10.0;148.0;151.0
2018-08-03 05:00:00;61.9;0.6;10.0;0.0;350.0;0.0;160.0;184.0
2018-08-03 06:00:00;62.5;1.4;20.0;0.0;350.0;10.0;160.0;225.0
2018-08-03 07:00:00;75.6;5.7;20.0;0.0;350.0;10.0;164.0;255.0
2018-08-03 08:00:00;75.6;27.5;30.0;0.0;340.0;10.0;154.0;265.0
2018-08-03 09:00:00;55.6;64.7;40.0;0.0;10.0;10.0;138.0;283.0
2018-08-03 10:00:00;45.3;83.2;40.0;0.0;280.0;20.0;125.0;289.0
2018-08-03 11:00:00;43.5;99.3;40.0;0.0;290.0;20.0;133.0;304.0
2018-08-03 12:00:00;52.9;100.0;60.0;0.0;360.0;20.0;150.0;305.0
2018-08-03 13:00:00;32.9;118.8;70.0;0.0;340.0;40.0;149.0;302.0
2018-08-03 14:00:00;25.2;132.0;60.0;0.0;330.0;40.0;147.0;295.0
2018-08-03 15:00:00;23.7;136.9;60.0;0.0;350.0;40.0;117.0;284.0
2018-08-03 16:00:00;23.5;131.3;60.0;0.0;360.0;40.0;131.0;278.0
2018-08-03 17:00:00;22.5;135.6;50.0;0.0;340.0;30.0;140.0;269.0
2018-08-03 18:00:00;26.9;111.8;40.0;0.0;360.0;20.0;149.0;246.0
2018-08-03 19:00:00;34.4;88.4;30.0;0.0;360.0;20.0;156.0;225.0
2018-08-03 20:00:00;45.3;57.8;30.0;0.0;350.0;20.0;157.0;212.0
2018-08-03 21:00:00;53.5;37.9;40.0;0.0;10.0;20.0;172.0;207.0
2018-08-03 22:00:00;51.2;31.4;50.0;0.0;60.0;20.0;163.0;198.0
2018-08-03 23:00:00;31.7;39.9;30.0;0.0;50.0;20.0;169.0;206.0
2018-08-04 00:00:00;30.6;39.8;30.0;0.0;10.0;10.0;172.0;205.0
2018-08-04 01:00:00;24.1;42.9;20.0;0.0;360.0;10.0;170.0;188.0
2018-08-04 02:00:00;23.3;38.8;20.0;0.0;350.0;10.0;165.0;177.0
2018-08-04 03:00:00;29.0;32.1;20.0;0.0;350.0;10.0;160.0;167.0
2018-08-04 04:00:00;23.1;34.8;20.0;0.0;340.0;10.0;164.0;170.0
2018-08-04 05:00:00;29.0;31.1;40.0;0.0;360.0;10.0;170.0;214.0
