start_time,window_name,elapsed_time,gpu0_energy
1742473911.7712734,epoch,0.7258837223052979,21.635000000002037
1742473912.4989223,epoch,0.005710601806640625,0.0
1742473912.5224583,epoch,0.006190299987792969,0.0
1742473912.534079,epoch,0.0051839351654052734,0.0
1742473912.541042,epoch,0.004424571990966797,0.0
1742473912.5470612,epoch,0.0044443607330322266,0.0
1742473912.5539126,epoch,0.005009889602661133,0.0
1742473912.5609267,epoch,0.0046596527099609375,0.0
1742473912.5676289,epoch,0.005712032318115234,0.0
1742473912.5755563,epoch,0.005118846893310547,0.0
1742473912.5824087,epoch,0.0057277679443359375,0.0
1742473912.5899682,epoch,0.007383823394775391,67.74299999999494
1742473912.5996814,epoch,0.006078958511352539,0.0
1742473912.607815,epoch,0.004396677017211914,0.0
1742473912.6138237,epoch,0.004379987716674805,0.0
1742473912.619795,epoch,0.005281686782836914,0.0
1742473912.6266394,epoch,0.004346370697021484,0.0
1742473912.633794,epoch,0.005073070526123047,0.0
1742473912.6403515,epoch,0.004502534866333008,0.0
1742473912.646969,epoch,0.004496574401855469,0.0
1742473912.6540103,epoch,0.011335134506225586,0.0
1742473912.6669154,epoch,0.0053713321685791016,0.0
1742473912.6742804,epoch,0.005474090576171875,0.0
1742473912.6813443,epoch,0.004399776458740234,0.0
1742473912.6875896,epoch,0.005297422409057617,67.09200000000419
1742473912.6945374,epoch,0.00531315803527832,0.0
1742473912.7013428,epoch,0.006688833236694336,0.0
1742473912.7101994,epoch,0.007564544677734375,0.0
1742473912.7193153,epoch,0.006112337112426758,0.0
1742473912.7268836,epoch,0.004618644714355469,0.0
1742473912.7337708,epoch,0.00567317008972168,0.0
1742473912.7413306,epoch,0.007475614547729492,0.0
1742473912.7536936,epoch,0.00547337532043457,0.0
1742473912.7609205,epoch,0.0048220157623291016,0.0
1742473912.767727,epoch,0.006780862808227539,0.0
1742473912.7763226,epoch,0.00463104248046875,0.0
1742473912.7824085,epoch,0.005570173263549805,0.0
1742473912.7897694,epoch,0.007170677185058594,69.03399999999965
1742473912.7986686,epoch,0.005650520324707031,0.0
1742473912.8060913,epoch,0.0048236846923828125,0.0
1742473912.8135064,epoch,0.004460811614990234,0.0
1742473912.820012,epoch,0.005327701568603516,0.0
1742473912.826771,epoch,0.004785776138305664,0.0
1742473912.8338227,epoch,0.005263328552246094,0.0
1742473912.8406663,epoch,0.004601955413818359,0.0
1742473912.8466814,epoch,0.004425048828125,0.0
1742473912.8542395,epoch,0.0061492919921875,0.0
1742473912.8621078,epoch,0.0056209564208984375,0.0
1742473912.8700473,epoch,0.010092020034790039,0.0
1742473912.8820016,epoch,0.007024526596069336,0.0
