DateTime;NO2;O3;P;SQ;WD;Wvh;dewP;temp
2018-08-01 00:00:00;22.4;34.7;20.0;0.0;0.0;10.0;138.0;143.0
2018-08-01 01:00:00;15.8;33.1;10.0;0.0;70.0;10.0;136.0;141.0
2018-08-01 02:00:00;11.4;32.2;20.0;0.0;90.0;10.0;123.0;129.0
2018-08-01 03:00:00;10.7;35.6;20.0;0.0;130.0;10.0;134.0;139.0
2018-08-01 04:00:00;13.0;24.7;10.0;0.0;60.0;10.0;138.0;146.0
2018-08-01 05:00:00;33.8;19.5;10.0;0.0;100.0;0.0;150.0;180.0
2018-08-01 06:00:00;36.6;31.5;20.0;0.0;160.0;10.0;151.0;195.0
2018-08-01 07:00:00;36.0;37.4;40.0;0.0;190.0;20.0;123.0;213.0
2018-08-01 08:00:00;24.5;55.1;40.0;0.0;230.0;20.0;119.0;231.0
2018-08-01 09:00:00;22.0;60.4;60.0;0.0;190.0;20.0;111.0;237.0
2018-08-01 10:00:00;20.1;67.6;50.0;0.0;250.0;20.0;115.0;242.0
2018-08-01 11:00:00;23.0;68.7;60.0;0.0;270.0;30.0;127.0;255.0
2018-08-01 12:00:00;23.4;73.3;80.0;0.0;290.0;40.0;133.0;250.0
2018-08-01 13:00:00;20.9;85.5;60.0;0.0;300.0;40.0;123.0;249.0
2018-08-01 14:00:00;19.1;85.6;70.0;0.0;280.0;30.0;114.0;257.0
2018-08-01 15:00:00;15.8;83.7;70.0;0.0;310.0;40.0;110.0;244.0
2018-08-01 16:00:00;15.0;74.7;60.0;0.0;330.0;40.0;101.0;241.0
2018-08-01 17:00:00;21.0;65.3;60.0;0.0;330.0;40.0;106.0;231.0
2018-08-01 18:00:00;13.7;71.2;40.0;0.0;320.0;30.0;106.0;210.0
2018-08-01 19:00:00;9.0;72.3;50.0;0.0;330.0;30.0;126.0;189.0
2018-08-01 20:00:00;10.2;68.9;30.0;0.0;330.0;10.0;130.0;189.0
2018-08-01 21:00:00;14.2;54.7;20.0;0.0;310.0;20.0;136.0;168.0
2018-08-01 22:00:00;16.6;45.3;20.0;0.0;60.0;20.0;141.0;173.0
2018-08-01 23:00:00;18.7;44.5;20.0;0.0;0.0;10.0;147.0;170.0
2018-08-02 00:00:00;16.2;36.6;20.0;0.0;310.0;10.0;140.0;165.0
2018-08-02 01:00:00;19.4;26.5;10.0;0.0;70.0;10.0;147.0;162.0
2018-08-02 02:00:00;18.8;25.7;10.0;0.0;0.0;10.0;160.0;169.0
2018-08-02 03:00:00;17.4;28.9;20.0;0.0;70.0;10.0;150.0;160.0
2018-08-02 04:00:00;14.8;30.0;10.0;0.0;0.0;10.0;158.0;165.0
2018-08-02 05:00:00;14.7;24.5;20.0;0.0;300.0;10.0;155.0;202.0
2018-08-02 06:00:00;25.7;20.1;20.0;0.0;360.0;10.0;132.0;241.0
2018-08-02 07:00:00;33.8;41.9;40.0;0.0;300.0;20.0;130.0;245.0
2018-08-02 08:00:00;14.4;73.7;50.0;0.0;300.0;20.0;120.0;257.0
2018-08-02 09:00:00;13.6;88.6;50.0;0.0;320.0;30.0;146.0;264.0
2018-08-02 10:00:00;10.5;102.0;60.0;0.0;290.0;30.0;134.0;270.0
2018-08-02 11:00:00;14.4;102.8;60.0;0.0;290.0;30.0;129.0;271.0
2018-08-02 12:00:00;19.9;97.5;70.0;0.0;300.0;40.0;141.0;274.0
2018-08-02 13:00:00;38.8;87.3;80.0;0.0;280.0;40.0;136.0;269.0
2018-08-02 14:00:00;22.0;100.3;80.0;0.0;280.0;50.0;128.0;268.0
2018-08-02 15:00:00;23.0;99.6;70.0;0.0;280.0;40.0;121.0;265.0
2018-08-02 16:00:00;16.8;109.5;60.0;0.0;310.0;30.0;125.0;258.0
2018-08-02 17:00:00;16.4;115.6;50.0;0.0;300.0;30.0;124.0;247.0
2018-08-02 18:00:00;17.3;102.5;40.0;0.0;310.0;30.0;132.0;226.0
2018-08-02 19:00:00;22.2;88.3;40.0;0.0;310.0;30.0;135.0;202.0
2018-08-02 20:00:00;31.9;73.8;40.0;0.0;330.0;20.0;128.0;192.0
2018-08-02 21:00:00;22.7;64.4;30.0;0.0;20.0;20.0;147.0;192.0
2018-08-02 22:00:00;27.8;42.2;20.0;0.0;20.0;20.0;149.0;177.0
2018-08-02 23:00:00;26.6;37.2;20.0;0.0;320.0;10.0;153.0;178.0
2018-08-03 00:00:00;22.7;38.4;20.0;0.0;320.0;20.0;147.0;167.0
2018-08-03 01:00:00;21.1;37.1;20.0;0.0;310.0;10.0;140.0;160.0
2018-08-03 02:00:00;18.7;33.7;20.0;0.0;0.0;10.0;147.0;160.0
2018-08-03 03:00:00;20.2;31.9;10.0;0.0;330.0;10.0;145.0;156.0
2018-08-03 04:00:00;19.6;26.7;20.0;0.0;320.0;10.0;150.0;163.0
2018-08-03 05:00:00;25.6;18.7;20.0;0.0;330.0;10.0;160.0;205.0
2018-08-03 06:00:00;50.3;13.1;20.0;0.0;70.0;10.0;160.0;239.0
2018-08-03 07:00:00;24.1;54.8;20.0;0.0;70.0;10.0;157.0;257.0
2018-08-03 08:00:00;13.7;82.0;40.0;0.0;290.0;10.0;148.0;270.0
2018-08-03 09:00:00;12.6;98.1;50.0;0.0;360.0;20.0;132.0;281.0
2018-08-03 10:00:00;14.4;109.2;40.0;0.0;50.0;20.0;105.0;291.0
2018-08-03 11:00:00;8.8;122.8;40.0;0.0;250.0;20.0;117.0;300.0
2018-08-03 12:00:00;8.5;125.5;50.0;0.0;70.0;20.0;139.0;299.0
2018-08-03 13:00:00;7.4;128.2;70.0;0.0;70.0;30.0;159.0;300.0
2018-08-03 14:00:00;7.1;123.3;80.0;0.0;330.0;50.0;150.0;297.0
2018-08-03 15:00:00;6.9;115.3;90.0;0.0;350.0;60.0;127.0;292.0
