;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;344;20170701;1;270;40;30;80;143;;139;0;0;10;9;10060;29;8.0;97;58.0;7;0;1;0;0;0
1;344;20170701;2;270;30;20;60;143;;139;0;0;10;20;10057;59;8.0;97;62.0;7;0;1;0;0;0
2;344;20170701;3;300;30;30;60;142;;138;0;0;10;20;10057;61;8.0;97;61.0;7;0;1;0;0;0
3;344;20170701;4;280;30;20;50;144;;138;0;1;10;7;10059;62;8.0;96;61.0;7;0;1;0;0;0
4;344;20170701;5;290;30;30;50;149;;147;0;3;10;10;10061;45;8.0;98;62.0;7;0;1;0;0;0
5;344;20170701;6;330;50;30;100;148;140.0;135;0;9;10;11;10070;64;8.0;92;57.0;7;0;1;0;0;0
6;344;20170701;7;320;40;40;70;156;;142;0;22;7;2;10077;63;8.0;91;51.0;7;0;1;0;0;0
7;344;20170701;8;340;50;60;90;165;;142;0;37;0;-1;10080;63;8.0;86;22.0;7;0;1;0;0;0
8;344;20170701;9;350;60;60;90;165;;142;0;30;0;-1;10088;61;8.0;86;51.0;7;0;1;0;0;0
9;344;20170701;10;350;60;60;110;168;;146;0;26;0;-1;10094;64;8.0;87;23.0;7;0;1;0;0;0
10;344;20170701;11;350;60;60;110;163;;148;0;29;0;-1;10106;47;8.0;91;51.0;7;0;1;0;0;0
11;344;20170701;12;360;60;70;120;184;146.0;147;0;78;0;-1;10115;74;8.0;79;22.0;7;0;1;0;0;0
12;344;20170701;13;340;70;70;110;186;;150;1;120;0;0;10125;64;8.0;79;;5;0;0;0;0;0
13;344;20170701;14;330;60;60;110;187;;149;0;121;0;0;10134;63;8.0;78;;5;0;0;0;0;0
14;344;20170701;15;330;60;60;100;176;;147;0;93;0;0;10142;61;8.0;83;;5;0;0;0;0;0
15;344;20170701;16;330;50;40;90;172;;141;0;61;0;0;10147;62;8.0;81;;5;0;0;0;0;0
16;344;20170701;17;320;40;40;80;175;;134;1;70;0;0;10148;65;8.0;77;;5;0;0;0;0;0
17;344;20170701;18;330;40;40;70;174;175.0;137;3;65;0;0;10153;67;8.0;79;;5;0;0;0;0;0
18;344;20170701;19;300;40;40;60;170;;132;8;58;0;0;10159;70;1.0;78;;5;0;0;0;0;0
19;344;20170701;20;290;30;20;50;147;;130;2;8;0;0;10163;67;0.0;89;;5;0;0;0;0;0
20;344;20170701;21;250;10;20;30;138;;131;0;0;0;0;10165;64;8.0;95;;5;0;0;0;0;0
21;344;20170701;22;220;30;20;30;145;;133;0;0;0;0;10168;65;8.0;92;;5;0;0;0;0;0
22;344;20170701;23;220;30;20;40;130;;119;0;0;0;0;10167;65;8.0;92;;5;0;0;0;0;0
23;344;20170701;24;220;20;20;30;152;115.0;134;0;0;0;0;10166;70;8.0;89;;5;0;0;0;0;0
24;344;20170702;1;210;30;30;50;145;;128;0;0;0;0;10162;70;6.0;89;;5;0;0;0;0;0
25;344;20170702;2;210;30;30;60;160;;141;0;0;0;0;10159;70;8.0;88;;5;0;0;0;0;0
26;344;20170702;3;220;40;40;60;168;;152;0;0;0;0;10156;64;8.0;90;;5;0;0;0;0;0
27;344;20170702;4;240;40;50;80;174;;157;0;1;0;0;10155;64;8.0;89;;5;0;0;0;0;0
28;344;20170702;5;310;50;40;90;167;;148;0;5;0;-1;10161;70;7.0;88;23.0;7;0;1;0;0;0
29;344;20170702;6;300;40;40;70;157;131.0;146;0;19;0;-1;10168;50;8.0;93;51.0;7;0;1;0;0;0
30;344;20170702;7;250;20;20;50;156;;148;0;27;0;-1;10172;56;8.0;94;57.0;7;0;1;0;0;0
31;344;20170702;8;280;30;40;60;173;;146;0;44;0;-1;10175;70;8.0;84;23.0;7;0;1;0;0;0
32;344;20170702;9;300;50;50;80;168;;148;1;57;0;-1;10182;69;8.0;87;23.0;7;0;1;0;0;0
33;344;20170702;10;310;50;50;80;185;;148;0;116;0;0;10189;75;8.0;79;;5;0;0;0;0;0
34;344;20170702;11;330;50;50;90;186;;125;3;213;0;0;10192;79;8.0;67;;5;0;0;0;0;0
35;344;20170702;12;300;50;60;100;181;156.0;122;3;207;0;0;10199;79;7.0;68;1.0;7;0;0;0;0;0
36;344;20170702;13;320;50;50;90;180;;112;3;201;0;0;10205;80;5.0;64;;5;0;0;0;0;0
37;344;20170702;14;320;50;50;90;169;;104;7;236;0;0;10210;75;7.0;65;;5;0;0;0;0;0
38;344;20170702;15;300;50;50;90;176;;106;7;223;0;0;10214;77;7.0;63;;5;0;0;0;0;0
39;344;20170702;16;330;40;40;80;172;;105;8;180;0;0;10216;77;6.0;64;;5;0;0;0;0;0
40;344;20170702;17;310;40;30;80;177;;98;10;179;0;0;10217;80;1.0;59;;5;0;0;0;0;0
41;344;20170702;18;320;30;30;60;172;178.0;95;10;118;0;0;10220;81;0.0;60;;5;0;0;0;0;0
42;344;20170702;19;310;30;20;60;160;;94;10;59;0;0;10224;81;0.0;64;;5;0;0;0;0;0
43;344;20170702;20;990;10;10;40;127;;86;3;11;0;0;10225;75;0.0;76;;5;0;0;0;0;0
44;344;20170702;21;240;10;10;20;124;;100;0;0;0;0;10229;70;0.0;85;;5;0;0;0;0;0
45;344;20170702;22;210;20;20;20;115;;94;0;0;0;0;10230;70;2.0;87;;5;0;0;0;0;0
46;344;20170702;23;250;20;20;30;114;;92;0;0;0;0;10228;70;2.0;86;;5;0;0;0;0;0
47;344;20170702;24;220;20;10;30;109;62.0;94;0;0;0;0;10228;70;2.0;90;;5;0;0;0;0;0
48;344;20170703;1;200;10;10;20;106;;100;0;0;0;0;10225;65;0.0;96;;5;0;0;0;0;0
49;344;20170703;2;150;10;10;20;103;;98;0;0;0;0;10221;65;0.0;96;;5;0;0;0;0;0
50;344;20170703;3;180;30;40;50;125;;105;0;0;0;0;10216;70;0.0;87;;5;0;0;0;0;0
51;344;20170703;4;190;40;40;60;134;;111;0;2;0;0;10214;70;0.0;85;;5;0;0;0;0;0
