;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;240;20200701;1;240;40;30;70;167;;156;0;0;4;1;10054;65;8;93;22.0;7;0;1;0;0;0
1;240;20200701;2;250;40;50;70;168;;153;0;0;0;0;10051;70;8;90;;5;0;0;0;0;0
2;240;20200701;3;210;30;30;50;167;;156;0;0;0;0;10047;65;8;93;2.0;7;0;0;0;0;0
3;240;20200701;4;210;40;40;60;167;;156;0;1;0;0;10045;59;8;93;10.0;7;0;0;0;0;0
4;240;20200701;5;210;40;40;70;167;;156;0;6;2;2;10046;57;8;93;81.0;7;0;1;0;0;0
5;240;20200701;6;220;60;40;100;162;150.0;144;0;17;4;3;10045;70;8;89;23.0;7;0;1;0;0;0
6;240;20200701;7;210;40;50;70;179;;156;2;60;0;0;10044;70;7;86;;5;0;0;0;0;0
7;240;20200701;8;230;60;60;100;183;;154;3;80;0;0;10044;70;8;82;;5;0;0;0;0;0
8;240;20200701;9;240;70;70;100;189;;149;5;128;0;0;10044;75;7;77;;5;0;0;0;0;0
9;240;20200701;10;230;80;80;120;192;;139;5;199;0;0;10044;75;8;71;;5;0;0;0;0;0
10;240;20200701;11;250;80;80;130;183;;136;0;105;0;0;10047;75;8;73;;5;0;0;0;0;0
11;240;20200701;12;240;90;90;140;179;159.0;129;3;163;0;0;10052;75;8;72;;5;0;0;0;0;0
12;240;20200701;13;260;90;90;130;198;;125;6;222;0;0;10055;78;6;62;;5;0;0;0;0;0
13;240;20200701;14;250;90;90;130;188;;122;4;212;0;0;10058;78;8;65;;5;0;0;0;0;0
14;240;20200701;15;260;90;90;130;203;;122;10;231;0;0;10060;80;8;59;;5;0;0;0;0;0
15;240;20200701;16;250;90;100;140;194;;112;9;205;0;0;10063;81;8;59;;5;0;0;0;0;0
16;240;20200701;17;250;80;80;130;191;;126;9;142;0;0;10064;80;8;65;;5;0;0;0;0;0
17;240;20200701;18;250;80;80;120;186;182.0;130;5;79;0;0;10068;80;8;69;;5;0;0;0;0;0
18;240;20200701;19;240;70;80;110;178;;126;0;24;0;0;10068;75;8;71;;5;0;0;0;0;0
19;240;20200701;20;230;60;70;100;168;;122;2;7;0;0;10068;75;8;74;;5;0;0;0;0;0
20;240;20200701;21;230;60;60;90;171;;124;0;0;0;0;10072;75;8;74;;5;0;0;0;0;0
21;240;20200701;22;220;50;40;80;157;;127;0;0;0;0;10074;70;7;82;;5;0;0;0;0;0
22;240;20200701;23;220;40;50;70;161;;131;0;0;0;0;10074;70;8;82;;5;0;0;0;0;0
23;240;20200701;24;220;40;40;60;160;145.0;138;0;0;0;0;10074;67;8;86;;5;0;0;0;0;0
24;240;20200702;1;220;40;40;60;164;;142;0;0;0;0;10076;66;8;87;;5;0;0;0;0;0
25;240;20200702;2;220;40;40;60;166;;144;0;0;0;0;10075;66;8;86;;5;0;0;0;0;0
26;240;20200702;3;230;40;40;60;167;;144;0;0;0;0;10076;66;8;86;;5;0;0;0;0;0
27;240;20200702;4;220;40;50;70;167;;146;0;1;0;0;10076;65;8;87;;5;0;0;0;0;0
28;240;20200702;5;240;40;50;70;165;;150;0;4;2;2;10079;64;8;90;81.0;7;0;1;0;0;0
29;240;20200702;6;240;50;50;70;171;150.0;148;0;36;3;1;10083;70;8;86;23.0;7;0;1;0;0;0
30;240;20200702;7;250;50;60;90;172;;138;1;63;0;0;10083;67;8;80;;5;0;0;0;0;0
31;240;20200702;8;240;70;70;110;182;;132;1;89;0;0;10087;75;8;72;;5;0;0;0;0;0
32;240;20200702;9;240;70;70;110;186;;127;2;147;0;0;10092;80;8;68;;5;0;0;0;0;0
33;240;20200702;10;240;80;80;120;187;;119;5;189;0;0;10097;78;8;64;;5;0;0;0;0;0
34;240;20200702;11;260;80;90;120;186;;113;5;217;0;0;10103;80;8;62;;5;0;0;0;0;0
35;240;20200702;12;250;80;80;120;194;170.0;115;7;280;0;0;10107;82;8;60;;5;0;0;0;0;0
36;240;20200702;13;250;80;80;120;192;;115;7;234;0;0;10108;81;4;61;;5;0;0;0;0;0
37;240;20200702;14;250;80;80;120;194;;107;9;247;0;0;10111;83;4;57;;5;0;0;0;0;0
38;240;20200702;15;280;80;80;110;191;;101;8;210;0;0;10113;81;8;55;;5;0;0;0;0;0
39;240;20200702;16;260;80;80;110;192;;113;9;197;0;0;10115;78;7;60;;5;0;0;0;0;0
40;240;20200702;17;250;80;70;120;187;;118;9;146;0;0;10116;80;8;64;;5;0;0;0;0;0
41;240;20200702;18;250;80;70;110;177;179.0;124;7;84;0;0;10120;75;6;71;;5;0;0;0;0;0
42;240;20200702;19;270;70;80;110;170;;112;8;43;0;0;10125;79;6;68;;5;0;0;0;0;0
43;240;20200702;20;250;60;60;100;165;;126;3;11;0;0;10128;71;7;78;;5;0;0;0;0;0
44;240;20200702;21;240;50;50;80;160;;132;0;0;0;0;10132;67;2;83;;5;0;0;0;0;0
45;240;20200702;22;250;40;40;60;158;;130;0;0;0;0;10133;69;1;83;;5;0;0;0;0;0
46;240;20200702;23;250;30;30;50;152;;130;0;0;0;0;10136;67;3;86;;5;0;0;0;0;0
47;240;20200702;24;260;30;30;40;151;127.0;132;0;0;0;0;10138;68;6;88;;5;0;0;0;0;0
48;240;20200703;1;260;30;30;40;154;;137;0;0;0;0;10139;70;8;89;;5;0;0;0;0;0
49;240;20200703;2;290;30;30;50;141;;126;0;0;0;0;10140;65;3;91;;5;0;0;0;0;0
50;240;20200703;3;260;30;20;40;139;;123;0;0;0;0;10143;70;8;90;;5;0;0;0;0;0
51;240;20200703;4;220;30;30;40;146;;128;0;2;0;0;10147;65;8;88;;5;0;0;0;0;0
52;240;20200703;5;230;40;40;60;149;;128;0;8;0;0;10152;68;8;86;;5;0;0;0;0;0
53;240;20200703;6;220;40;50;70;157;122.0;128;0;29;0;0;10154;70;8;82;;5;0;0;0;0;0
54;240;20200703;7;250;50;50;80;168;;118;2;65;0;0;10156;75;7;72;;5;0;0;0;0;0
55;240;20200703;8;250;50;60;80;185;;126;7;153;0;0;10157;80;8;68;;5;0;0;0;0;0
56;240;20200703;9;250;60;70;100;192;;122;7;173;0;0;10156;81;7;64;;5;0;0;0;0;0
57;240;20200703;10;240;70;70;100;194;;132;5;196;0;0;10156;80;8;67;;5;0;0;0;0;0
58;240;20200703;11;250;80;100;140;208;;136;4;151;0;0;10157;81;8;63;;5;0;0;0;0;0
59;240;20200703;12;240;100;100;150;208;154.0;111;7;269;0;0;10159;80;8;53;;5;0;0;0;0;0
60;240;20200703;13;240;110;100;160;201;;109;9;296;0;0;10157;80;6;55;;5;0;0;0;0;0
61;240;20200703;14;240;110;120;170;197;;94;9;287;0;0;10159;81;8;51;;5;0;0;0;0;0
62;240;20200703;15;240;110;110;170;192;;93;7;218;0;0;10156;80;8;52;;5;0;0;0;0;0
63;240;20200703;16;240;110;110;150;187;;81;8;194;0;0;10154;81;8;50;;5;0;0;0;0;0
64;240;20200703;17;240;110;120;170;192;;100;5;114;0;0;10153;76;8;55;;5;0;0;0;0;0
65;240;20200703;18;230;110;110;180;177;173.0;105;5;80;0;0;10153;72;8;62;;5;0;0;0;0;0
66;240;20200703;19;230;100;100;150;174;;109;8;34;0;0;10151;74;8;65;;5;0;0;0;0;0
67;240;20200703;20;230;100;100;160;171;;108;3;11;0;0;10149;78;8;66;;5;0;0;0;0;0
68;240;20200703;21;230;100;100;160;171;;109;0;0;0;0;10148;73;8;67;;5;0;0;0;0;0
69;240;20200703;22;230;100;100;160;169;;113;0;0;0;0;10145;69;8;69;;5;0;0;0;0;0
70;240;20200703;23;230;100;100;140;170;;113;0;0;0;0;10141;70;8;68;;5;0;0;0;0;0
71;240;20200703;24;230;100;90;150;165;158.0;111;0;0;0;0;10137;69;8;70;;5;0;0;0;0;0
72;240;20200704;1;240;90;90;150;169;;104;0;0;0;0;10137;75;8;65;;5;0;0;0;0;0
73;240;20200704;2;220;100;80;160;151;;129;0;0;0;0;10135;57;8;86;10.0;7;0;0;0;0;0
74;240;20200704;3;200;80;80;110;145;;127;0;0;4;1;10130;70;8;89;22.0;7;0;1;0;0;0
75;240;20200704;4;210;80;80;120;148;;125;0;0;0;-1;10127;69;8;86;23.0;7;0;1;0;0;0
76;240;20200704;5;210;80;80;130;156;;124;0;3;0;0;10122;75;8;80;;5;0;0;0;0;0
77;240;20200704;6;220;90;80;140;161;140.0;126;0;10;0;0;10122;75;8;80;2.0;7;0;0;0;0;0
78;240;20200704;7;210;80;90;120;162;;140;0;35;0;-1;10117;61;8;86;57.0;7;0;1;0;0;0
79;240;20200704;8;220;90;90;140;159;;146;0;41;5;2;10119;36;8;92;61.0;7;0;1;0;0;0
80;240;20200704;9;220;100;90;140;160;;149;0;60;7;3;10115;38;8;93;52.0;7;0;1;0;0;0
81;240;20200704;10;220;90;90;130;163;;149;0;39;0;-1;10117;47;8;91;22.0;7;0;1;0;0;0
82;240;20200704;11;220;90;100;140;166;;155;0;57;0;-1;10118;42;8;93;51.0;7;0;1;0;0;0
83;240;20200704;12;220;90;90;140;168;156.0;157;0;73;9;4;10117;25;8;93;51.0;7;0;1;0;0;0
84;240;20200704;13;220;90;90;140;173;;165;0;61;10;8;10117;25;8;94;53.0;7;0;1;0;0;0
85;240;20200704;14;230;80;80;130;171;;163;0;43;10;14;10117;23;8;95;53.0;7;0;1;0;0;0
86;240;20200704;15;230;90;80;130;174;;165;0;35;10;8;10116;27;8;94;81.0;7;0;1;0;0;0
87;240;20200704;16;230;90;90;140;177;;163;0;26;10;5;10114;33;8;91;58.0;7;0;1;0;0;0
88;240;20200704;17;230;90;80;160;178;;164;0;16;8;4;10109;50;8;91;52.0;7;0;1;0;0;0
89;240;20200704;18;230;100;100;170;178;170.0;163;0;9;8;3;10106;56;8;90;51.0;7;0;1;0;0;0
90;240;20200704;19;230;100;80;160;174;;166;0;5;6;9;10102;47;8;94;58.0;7;0;1;0;0;0
91;240;20200704;20;230;90;80;140;173;;166;0;2;10;17;10100;44;8;95;58.0;7;0;1;0;0;0
92;240;20200704;21;240;90;110;160;175;;161;0;0;10;6;10101;56;8;91;51.0;7;0;1;0;0;0
93;240;20200704;22;230;100;100;150;170;;158;0;0;5;2;10097;56;8;92;81.0;7;0;1;0;0;0
94;240;20200704;23;230;90;90;150;171;;157;0;0;5;1;10098;62;8;91;23.0;7;0;1;0;0;0
