;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;260;20170701;1;280;30;40;70;146;;138;0;0;10;23;10053;60;8;94;61.0;7;0;1;0;0;0
1;260;20170701;2;260;30;30;70;143;;136;0;0;10;10;10049;56;8;95;61.0;7;0;1;0;0;0
2;260;20170701;3;290;30;20;60;142;;136;0;0;4;1;10049;64;8;95;23.0;7;0;1;0;0;0
3;260;20170701;4;270;20;20;50;143;;136;0;0;5;1;10050;65;8;95;81.0;7;0;1;0;0;0
4;260;20170701;5;270;20;20;50;144;;141;0;3;10;9;10052;42;8;97;62.0;7;0;1;0;0;0
5;260;20170701;6;320;30;40;60;151;141.0;143;0;9;7;11;10056;65;8;94;57.0;7;0;1;0;0;0
6;260;20170701;7;300;30;30;60;150;;141;0;18;6;3;10063;62;8;94;51.0;7;0;1;0;0;0
7;260;20170701;8;310;20;20;50;155;;146;0;23;3;1;10067;58;8;94;51.0;7;0;1;0;0;0
8;260;20170701;9;330;30;40;80;161;;146;0;26;0;-1;10075;65;8;91;22.0;7;0;1;0;0;0
9;260;20170701;10;360;40;30;80;159;;151;0;21;8;7;10084;50;8;95;52.0;7;0;1;0;0;0
10;260;20170701;11;360;40;30;90;159;;152;0;34;4;2;10094;50;8;95;52.0;7;0;1;0;0;0
11;260;20170701;12;360;40;40;80;164;150.0;151;0;40;2;1;10105;65;8;91;81.0;7;0;1;0;0;0
12;260;20170701;13;350;40;30;70;169;;151;0;45;0;-1;10114;70;8;89;23.0;7;0;1;0;0;0
13;260;20170701;14;350;40;40;80;190;;150;1;137;0;0;10120;72;8;77;;5;0;0;0;0;0
14;260;20170701;15;350;50;50;90;197;;139;1;147;0;0;10128;75;8;69;2.0;7;0;0;0;0;0
15;260;20170701;16;330;40;50;90;199;;138;8;157;0;0;10132;74;5;67;;5;0;0;0;0;0
16;260;20170701;17;310;40;30;90;185;;130;3;101;0;0;10139;67;8;70;;5;0;0;0;0;0
17;260;20170701;18;300;30;30;70;183;165.0;129;5;85;0;0;10142;66;6;71;1.0;7;0;0;0;0;0
18;260;20170701;19;300;20;20;60;175;;132;0;20;0;0;10149;69;8;75;;5;0;0;0;0;0
19;260;20170701;20;300;30;30;70;167;;123;2;8;0;0;10156;71;6;75;;5;0;0;0;0;0
20;260;20170701;21;290;20;20;60;151;;130;0;0;0;0;10162;68;5;86;;5;0;0;0;0;0
21;260;20170701;22;260;20;20;40;140;;128;0;0;0;0;10163;65;7;92;;5;0;0;0;0;0
22;260;20170701;23;240;20;20;30;148;;133;0;0;0;0;10166;65;8;90;;5;0;0;0;0;0
23;260;20170701;24;240;20;20;40;144;126.0;130;0;0;0;0;10166;65;8;91;;5;0;0;0;0;0
24;260;20170702;1;210;20;20;30;135;;123;0;0;0;0;10163;65;8;92;;5;0;0;0;0;0
25;260;20170702;2;200;20;30;40;137;;126;0;0;0;0;10160;65;5;92;;5;0;0;0;0;0
26;260;20170702;3;210;30;30;60;151;;130;0;0;0;0;10156;68;8;87;;5;0;0;0;0;0
27;260;20170702;4;220;30;40;60;155;;133;0;1;0;0;10153;66;8;87;;5;0;0;0;0;0
28;260;20170702;5;220;30;30;60;159;;142;0;6;0;0;10155;62;8;89;;5;0;0;0;0;0
29;260;20170702;6;270;30;20;60;159;113.0;151;0;12;8;6;10160;62;8;95;23.0;7;0;1;0;0;0
30;260;20170702;7;280;30;20;70;156;;141;0;27;0;0;10167;70;8;90;;5;0;0;0;0;0
31;260;20170702;8;280;20;30;50;168;;144;1;55;0;0;10170;70;8;85;;5;0;0;0;0;0
32;260;20170702;9;280;30;40;60;180;;138;2;127;0;0;10174;75;8;76;;5;0;0;0;0;0
33;260;20170702;10;280;30;30;70;183;;140;1;125;0;0;10180;75;8;75;;5;0;0;0;0;0
34;260;20170702;11;310;40;40;80;172;;130;0;70;0;-1;10188;75;8;76;23.0;7;0;1;0;0;0
35;260;20170702;12;290;40;40;80;183;157.0;116;1;134;0;0;10191;82;8;64;2.0;7;0;0;0;0;0
36;260;20170702;13;280;50;50;100;192;;107;7;255;0;0;10196;81;5;58;;5;0;0;0;0;0
37;260;20170702;14;310;50;50;90;181;;101;6;197;0;0;10200;81;4;59;;5;0;0;0;0;0
38;260;20170702;15;310;40;40;90;175;;103;6;193;0;0;10205;80;6;62;;5;0;0;0;0;0
39;260;20170702;16;290;40;40;70;185;;101;8;158;0;0;10208;80;1;57;;5;0;0;0;0;0
40;260;20170702;17;310;40;40;80;180;;92;9;139;0;0;10210;80;1;56;;5;0;0;0;0;0
41;260;20170702;18;310;40;40;80;170;168.0;96;8;95;0;0;10213;80;0;61;;5;0;0;0;0;0
42;260;20170702;19;300;30;30;70;160;;98;10;49;0;0;10219;80;0;66;;5;0;0;0;0;0
43;260;20170702;20;300;20;20;50;142;;101;3;11;0;0;10222;75;0;75;;5;0;0;0;0;0
44;260;20170702;21;260;10;10;30;117;;100;0;0;0;0;10225;70;0;89;;5;0;0;0;0;0
