;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;344;20200701;1;240;50;50;90;168;;154;0;0;0;0;10058;65;8;91;;5;0;0;0;0;0
1;344;20200701;2;240;50;40;80;167;;155;0;0;0;0;10056;65;8;92;;5;0;0;0;0;0
2;344;20200701;3;230;40;40;70;171;;157;0;0;0;0;10053;65;8;91;;5;0;0;0;0;0
3;344;20200701;4;240;60;60;90;169;;156;0;1;5;4;10051;65;8;91;81.0;7;0;1;0;0;0
4;344;20200701;5;230;40;40;70;170;;157;0;4;0;-1;10049;65;8;92;23.0;7;0;1;0;0;0
5;344;20200701;6;230;50;60;90;174;160.0;159;0;23;0;-1;10049;70;8;90;81.0;7;0;1;0;0;0
6;344;20200701;7;220;60;60;100;178;;161;1;46;2;2;10048;70;8;89;23.0;7;0;1;0;0;0
7;344;20200701;8;240;60;50;110;174;;152;1;77;0;-1;10051;70;8;87;81.0;7;0;1;0;0;0
8;344;20200701;9;220;60;50;90;185;;159;2;143;0;-1;10050;69;8;84;81.0;7;0;1;0;0;0
9;344;20200701;10;240;70;60;110;190;;150;1;139;0;-1;10051;75;8;77;23.0;7;0;1;0;0;0
10;344;20200701;11;240;70;80;120;188;;140;2;171;0;0;10053;75;8;73;;5;0;0;0;0;0
11;344;20200701;12;260;80;70;130;188;167.0;134;3;171;0;0;10058;75;8;70;2.0;7;0;0;0;0;0
12;344;20200701;13;240;80;80;120;185;;133;1;125;0;0;10062;75;8;71;;5;0;0;0;0;0
13;344;20200701;14;240;70;70;120;192;;131;4;175;0;0;10064;80;7;67;;5;0;0;0;0;0
14;344;20200701;15;250;70;80;120;198;;127;8;213;0;0;10067;82;7;63;;5;0;0;0;0;0
15;344;20200701;16;240;80;80;120;193;;125;9;207;0;0;10069;81;8;64;;5;0;0;0;0;0
16;344;20200701;17;250;80;70;120;194;;126;4;112;0;0;10070;81;3;64;;5;0;0;0;0;0
17;344;20200701;18;250;80;70;130;190;183.0;120;10;99;0;0;10072;82;1;63;;5;0;0;0;0;0
18;344;20200701;19;240;80;70;130;179;;126;10;52;0;0;10073;75;1;70;;5;0;0;0;0;0
19;344;20200701;20;250;60;60;110;170;;125;3;10;0;0;10074;75;7;74;;5;0;0;0;0;0
20;344;20200701;21;230;60;50;90;160;;123;0;1;0;0;10078;75;8;78;;5;0;0;0;0;0
21;344;20200701;22;240;50;50;90;160;;130;0;0;0;0;10081;70;8;82;;5;0;0;0;0;0
22;344;20200701;23;220;50;50;80;164;;137;0;0;0;0;10081;70;8;84;;5;0;0;0;0;0
23;344;20200701;24;220;40;50;80;166;143.0;139;0;0;0;0;10081;70;8;84;;5;0;0;0;0;0
24;344;20200702;1;230;50;50;80;163;;140;0;0;0;0;10082;70;8;86;;5;0;0;0;0;0
25;344;20200702;2;230;50;50;80;161;;141;0;0;0;0;10081;70;8;87;;5;0;0;0;0;0
26;344;20200702;3;230;40;30;80;161;;143;0;0;0;0;10082;70;8;89;;5;0;0;0;0;0
27;344;20200702;4;230;40;40;70;165;;146;0;1;0;0;10082;70;8;88;;5;0;0;0;0;0
28;344;20200702;5;220;50;40;80;165;;146;0;4;0;0;10085;70;8;88;;5;0;0;0;0;0
29;344;20200702;6;220;40;40;70;166;153.0;147;0;13;0;-1;10088;69;8;88;81.0;7;0;1;0;0;0
30;344;20200702;7;220;50;50;70;170;;150;0;28;0;-1;10091;70;8;88;23.0;7;0;1;0;0;0
31;344;20200702;8;240;50;60;90;178;;137;1;88;0;0;10094;75;8;76;;5;0;0;0;0;0
32;344;20200702;9;240;50;50;90;181;;129;2;123;0;0;10098;75;7;71;1.0;7;0;0;0;0;0
33;344;20200702;10;270;70;60;100;186;;130;8;227;0;0;10104;75;7;70;;5;0;0;0;0;0
34;344;20200702;11;240;70;70;110;195;;128;6;191;0;0;10109;80;8;65;;5;0;0;0;0;0
35;344;20200702;12;250;70;80;110;196;161.0;111;4;175;0;0;10111;83;8;57;2.0;7;0;0;0;0;0
36;344;20200702;13;270;60;60;100;189;;117;8;215;0;0;10113;80;2;63;;5;0;0;0;0;0
37;344;20200702;14;260;60;70;100;194;;114;10;285;0;0;10114;81;2;59;;5;0;0;0;0;0
38;344;20200702;15;260;70;70;100;195;;117;10;243;0;0;10119;81;4;60;;5;0;0;0;0;0
39;344;20200702;16;260;70;70;110;190;;119;10;227;0;0;10119;81;2;63;;5;0;0;0;0;0
40;344;20200702;17;260;60;60;100;178;;131;6;113;0;0;10122;75;8;74;;5;0;0;0;0;0
41;344;20200702;18;260;60;50;110;182;173.0;131;8;81;0;0;10126;75;6;72;;5;0;0;0;0;0
42;344;20200702;19;250;60;50;90;168;;133;10;51;0;0;10130;71;4;80;;5;0;0;0;0;0
43;344;20200702;20;240;50;50;80;162;;134;2;9;0;0;10133;70;7;83;;5;0;0;0;0;0
44;344;20200702;21;240;50;50;80;157;;136;0;0;0;0;10138;70;5;86;;5;0;0;0;0;0
45;344;20200702;22;230;50;50;70;162;;144;0;0;0;-1;10138;62;8;88;51.0;7;0;1;0;0;0
46;344;20200702;23;240;40;50;70;160;;144;0;0;1;1;10140;67;8;89;23.0;7;0;1;0;0;0
47;344;20200702;24;260;40;40;70;151;137.0;134;0;0;0;0;10145;70;3;89;1.0;7;0;0;0;0;0
48;344;20200703;1;260;30;20;60;140;;126;0;0;0;0;10148;65;0;91;;5;0;0;0;0;0
49;344;20200703;2;260;20;20;40;131;;119;0;0;0;0;10148;65;1;92;;5;0;0;0;0;0
50;344;20200703;3;230;20;20;30;137;;129;0;0;0;0;10150;65;8;94;;5;0;0;0;0;0
51;344;20200703;4;230;20;20;30;128;;117;0;2;0;0;10154;65;1;93;;5;0;0;0;0;0
52;344;20200703;5;220;20;20;30;153;;134;3;20;0;0;10157;70;8;88;;5;0;0;0;0;0
53;344;20200703;6;230;30;50;70;163;115.0;139;3;40;0;0;10158;70;2;85;;5;0;0;0;0;0
54;344;20200703;7;230;50;40;80;176;;145;8;101;0;0;10160;70;5;81;;5;0;0;0;0;0
55;344;20200703;8;240;50;50;70;180;;139;8;130;0;0;10161;75;8;77;;5;0;0;0;0;0
56;344;20200703;9;210;60;60;90;184;;139;2;99;0;0;10162;75;8;75;;5;0;0;0;0;0
57;344;20200703;10;230;60;70;100;189;;141;1;101;0;0;10164;75;8;73;;5;0;0;0;0;0
58;344;20200703;11;240;80;90;120;195;;137;3;156;0;-1;10165;80;8;68;23.0;7;0;1;0;0;0
59;344;20200703;12;250;80;80;130;203;159.0;112;9;293;0;0;10167;82;6;55;1.0;7;0;0;0;0;0
60;344;20200703;13;240;110;120;170;202;;84;10;315;0;0;10165;79;7;46;;5;0;0;0;0;0
61;344;20200703;14;240;100;80;160;206;;112;9;284;0;0;10165;82;5;54;;5;0;0;0;0;0
62;344;20200703;15;240;90;90;140;194;;110;5;199;0;0;10163;80;8;58;;5;0;0;0;0;0
63;344;20200703;16;240;90;90;130;199;;118;7;167;0;0;10161;78;8;59;;5;0;0;0;0;0
64;344;20200703;17;240;100;100;150;190;;119;5;117;0;0;10161;79;8;63;;5;0;0;0;0;0
65;344;20200703;18;230;90;90;150;183;175.0;110;8;96;0;0;10161;81;8;62;;5;0;0;0;0;0
66;344;20200703;19;230;100;110;170;174;;104;5;32;0;0;10159;82;8;63;;5;0;0;0;0;0
67;344;20200703;20;230;100;100;180;171;;105;3;9;0;0;10157;83;8;64;;5;0;0;0;0;0
68;344;20200703;21;230;100;100;150;168;;115;0;0;0;0;10157;75;8;70;;5;0;0;0;0;0
69;344;20200703;22;230;90;90;150;168;;119;0;0;0;0;10153;75;8;72;;5;0;0;0;0;0
70;344;20200703;23;230;90;90;150;167;;119;0;0;0;0;10151;75;8;73;;5;0;0;0;0;0
71;344;20200703;24;220;90;90;140;160;149.0;122;0;0;0;-1;10147;75;8;77;57.0;7;0;1;0;0;0
72;344;20200704;1;220;80;90;140;151;;123;0;0;0;-1;10146;70;8;83;51.0;7;0;1;0;0;0
73;344;20200704;2;220;90;90;140;147;;124;0;0;6;1;10142;60;8;85;51.0;7;0;1;0;0;0
74;344;20200704;3;210;90;80;130;147;;128;0;0;8;5;10138;70;8;87;81.0;7;0;1;0;0;0
75;344;20200704;4;210;90;90;130;156;;127;0;0;2;1;10133;70;8;82;23.0;7;0;1;0;0;0
76;344;20200704;5;220;90;90;140;161;;127;0;5;0;0;10127;75;8;80;;5;0;0;0;0;0
77;344;20200704;6;220;100;100;160;162;139.0;133;0;14;0;0;10130;70;8;82;2.0;7;0;0;0;0;0
78;344;20200704;7;220;90;90;150;156;;142;0;35;1;1;10127;50;8;90;58.0;7;0;1;0;0;0
79;344;20200704;8;210;90;90;150;157;;148;0;35;10;11;10128;56;8;94;62.0;7;0;1;0;0;0
80;344;20200704;9;210;90;90;150;160;;149;0;44;6;6;10124;65;8;92;23.0;7;0;1;0;0;0
81;344;20200704;10;220;90;80;150;162;;148;0;49;0;0;10125;59;8;91;10.0;7;0;0;0;0;0
82;344;20200704;11;220;90;100;140;169;;150;0;60;0;0;10127;59;8;89;10.0;7;0;0;0;0;0
83;344;20200704;12;220;90;80;150;170;154.0;158;0;70;4;1;10124;50;8;92;51.0;7;0;1;0;0;0
84;344;20200704;13;220;90;90;150;171;;163;0;62;9;3;10127;39;8;94;81.0;7;0;1;0;0;0
85;344;20200704;14;220;80;80;130;174;;167;0;52;10;4;10125;30;8;95;61.0;7;0;1;0;0;0
86;344;20200704;15;220;80;90;140;177;;169;0;33;10;5;10123;34;8;95;61.0;7;0;1;0;0;0
87;344;20200704;16;220;70;80;130;185;;169;0;24;6;2;10120;70;8;90;51.0;7;0;1;0;0;0
88;344;20200704;17;220;90;90;160;189;;167;0;17;0;-1;10114;70;8;87;22.0;7;0;1;0;0;0
89;344;20200704;18;220;90;90;140;186;170.0;169;0;8;3;3;10110;70;8;89;81.0;7;0;1;0;0;0
90;344;20200704;19;230;90;100;170;177;;170;0;6;10;34;10106;36;8;95;62.0;7;0;1;0;0;0
91;344;20200704;20;230;100;110;170;175;;168;0;3;10;16;10099;36;8;95;62.0;7;0;1;0;0;0
92;344;20200704;21;230;80;80;170;179;;172;0;0;9;10;10105;58;8;95;61.0;7;0;1;0;0;0
93;344;20200704;22;240;100;90;190;172;;164;0;0;10;4;10102;47;8;94;61.0;7;0;1;0;0;0
94;344;20200704;23;240;90;90;170;172;;159;0;0;3;1;10109;65;8;92;23.0;7;0;1;0;0;0
95;344;20200704;24;240;90;90;150;173;164.0;158;0;0;0;0;10106;64;8;91;2.0;7;0;0;0;0;0
96;344;20200705;1;230;80;100;150;174;;156;0;0;0;0;10099;67;8;89;;5;0;0;0;0;0
97;344;20200705;2;230;100;110;150;171;;151;0;0;0;0;10093;64;8;87;;5;0;0;0;0;0
98;344;20200705;3;230;100;110;160;169;;149;0;0;0;0;10094;70;8;87;;5;0;0;0;0;0
99;344;20200705;4;230;100;100;160;168;;149;0;1;0;0;10089;70;8;88;;5;0;0;0;0;0
100;344;20200705;5;220;100;110;160;169;;150;0;3;0;0;10089;70;8;88;;5;0;0;0;0;0
101;344;20200705;6;230;110;110;170;170;161.0;151;0;10;0;0;10089;69;8;88;;5;0;0;0;0;0
102;344;20200705;7;230;100;110;170;172;;158;0;16;0;0;10090;57;8;91;10.0;7;0;0;0;0;0
103;344;20200705;8;240;110;120;190;175;;158;0;26;0;0;10096;64;8;89;;5;0;0;0;0;0
104;344;20200705;9;230;100;110;170;180;;160;1;71;0;0;10098;66;8;88;;5;0;0;0;0;0
105;344;20200705;10;230;110;110;190;184;;154;1;99;0;0;10098;70;8;82;;5;0;0;0;0;0
106;344;20200705;11;240;110;110;180;192;;154;3;133;0;0;10099;75;8;78;;5;0;0;0;0;0
107;344;20200705;12;240;110;110;170;194;166.0;155;2;136;0;0;10102;72;8;78;;5;0;0;0;0;0
108;344;20200705;13;240;110;130;180;204;;151;3;165;0;0;10101;75;7;71;;5;0;0;0;0;0
109;344;20200705;14;240;120;110;190;194;;144;4;179;0;0;10104;70;8;73;;5;0;0;0;0;0
110;344;20200705;15;240;120;110;200;195;;134;6;178;0;0;10105;70;8;67;;5;0;0;0;0;0
111;344;20200705;16;240;110;110;170;188;;129;7;164;0;0;10105;68;8;68;;5;0;0;0;0;0
112;344;20200705;17;250;100;100;150;186;;131;4;93;0;0;10102;65;5;69;;5;0;0;0;0;0
113;344;20200705;18;240;90;90;150;179;171.0;124;2;63;0;0;10102;66;8;70;;5;0;0;0;0;0
114;344;20200705;19;240;100;100;160;172;;125;3;26;0;0;10103;65;8;74;;5;0;0;0;0;0
115;344;20200705;20;240;100;110;180;165;;124;2;6;0;0;10106;63;8;76;;5;0;0;0;0;0
116;344;20200705;21;230;90;80;150;160;;124;0;0;0;0;10106;62;6;79;;5;0;0;0;0;0
117;344;20200705;22;240;80;70;130;158;;124;0;0;0;0;10107;62;2;80;;5;0;0;0;0;0
118;344;20200705;23;260;70;70;140;160;;82;0;0;0;0;10111;80;1;59;;5;0;0;0;0;0
119;344;20200705;24;260;80;70;130;155;137.0;92;0;0;0;0;10112;74;7;66;;5;0;0;0;0;0
120;344;20200706;1;260;80;80;150;151;;89;0;0;0;0;10113;72;1;66;;5;0;0;0;0;0
121;344;20200706;2;260;80;70;140;147;;92;0;0;0;0;10113;69;3;69;;5;0;0;0;0;0
122;344;20200706;3;260;70;80;120;148;;92;0;0;0;0;10115;69;5;69;;5;0;0;0;0;0
123;344;20200706;4;270;80;70;140;144;;88;0;2;0;0;10120;74;3;68;;5;0;0;0;0;0
124;344;20200706;5;270;80;80;130;146;;89;0;15;0;-1;10124;74;8;68;23.0;7;0;1;0;0;0
