;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;260;20220701;1;220;30;30;60;140;;130;0;0;0;0;10148;57;8;93;10.0;7;0;0;0;0;0
1;260;20220701;2;210;30;30;60;134;;123;0;0;0;0;10149;56;5;92;10.0;7;0;0;0;0;0
2;260;20220701;3;190;20;20;50;129;;121;0;0;0;0;10151;56;7;94;10.0;7;0;0;0;0;0
3;260;20220701;4;200;30;30;70;131;;122;0;2;0;0;10153;56;8;94;10.0;7;0;0;0;0;0
4;260;20220701;5;200;30;30;50;133;;122;0;16;0;0;10157;57;8;92;10.0;7;0;0;0;0;0
5;260;20220701;6;200;30;30;60;139;115.0;124;0;38;0;0;10158;63;8;90;;5;0;0;0;0;0
6;260;20220701;7;220;40;40;80;155;;129;6;99;0;0;10158;70;8;84;;5;0;0;0;0;0
7;260;20220701;8;230;40;50;80;160;;118;7;139;0;0;10163;75;6;76;;5;0;0;0;0;0
8;260;20220701;9;220;50;50;90;177;;115;7;174;0;0;10169;80;2;67;;5;0;0;0;0;0
9;260;20220701;10;210;50;50;90;190;;100;10;295;0;0;10171;81;3;55;;5;0;0;0;0;0
10;260;20220701;11;210;60;70;110;191;;94;10;326;0;0;10176;83;3;53;;5;0;0;0;0;0
11;260;20220701;12;220;60;70;110;196;136.0;84;10;303;0;0;10173;82;1;48;;5;0;0;0;0;0
12;260;20220701;13;250;70;60;120;174;;100;5;192;0;0;10178;83;7;62;;5;0;0;0;0;0
13;260;20220701;14;230;50;70;120;189;;104;7;240;0;0;10183;83;5;57;;5;0;0;0;0;0
14;260;20220701;15;220;60;60;120;196;;96;7;234;0;0;10185;81;3;52;;5;0;0;0;0;0
15;260;20220701;16;210;60;40;110;198;;105;10;226;0;0;10188;81;4;54;;5;0;0;0;0;0
16;260;20220701;17;230;50;50;100;191;;94;7;113;0;0;10191;82;3;53;;5;0;0;0;0;0
17;260;20220701;18;220;40;30;90;190;174.0;102;8;113;0;0;10193;83;4;56;;5;0;0;0;0;0
18;260;20220701;19;220;40;40;70;179;;103;10;49;0;0;10195;83;0;60;;5;0;0;0;0;0
19;260;20220701;20;230;30;20;60;168;;109;3;10;0;0;10202;80;0;68;;5;0;0;0;0;0
20;260;20220701;21;240;20;20;50;159;;112;0;0;0;0;10208;75;0;73;;5;0;0;0;0;0
21;260;20220701;22;210;20;20;30;137;;112;0;0;0;0;10211;70;0;84;;5;0;0;0;0;0
22;260;20220701;23;200;20;10;30;119;;111;0;0;0;0;10212;65;0;94;;5;0;0;0;0;0
23;260;20220701;24;190;10;10;30;113;77.0;107;0;0;0;0;10212;65;0;96;;5;0;0;0;0;0
24;260;20220702;1;160;20;20;30;113;;109;0;0;0;0;10212;62;0;97;;5;0;0;0;0;0
25;260;20220702;2;200;20;20;30;110;;103;0;0;0;0;10211;65;0;95;;5;0;0;0;0;0
26;260;20220702;3;210;20;20;50;119;;98;0;0;0;0;10211;70;0;86;;5;0;0;0;0;0
27;260;20220702;4;200;20;20;30;106;;97;0;4;0;0;10213;65;0;94;;5;0;0;0;0;0
28;260;20220702;5;210;20;20;40;140;;104;10;33;0;0;10215;75;0;78;;5;0;0;0;0;0
29;260;20220702;6;210;30;30;60;159;62.0;103;10;86;0;0;10218;80;0;69;;5;0;0;0;0;0
30;260;20220702;7;200;30;20;60;172;;97;10;139;0;0;10221;82;0;61;;5;0;0;0;0;0
31;260;20220702;8;190;30;40;60;187;;90;10;198;0;0;10221;82;0;53;;5;0;0;0;0;0
32;260;20220702;9;170;40;40;60;197;;92;10;246;0;0;10217;82;1;50;;5;0;0;0;0;0
33;260;20220702;10;190;40;40;80;207;;90;10;284;0;0;10214;82;1;46;;5;0;0;0;0;0
34;260;20220702;11;190;40;30;80;210;;100;9;279;0;0;10210;82;7;49;;5;0;0;0;0;0
35;260;20220702;12;190;40;30;80;212;160.0;104;3;175;0;0;10207;83;8;50;;5;0;0;0;0;0
36;260;20220702;13;170;30;30;70;223;;104;6;246;0;0;10201;81;7;46;;5;0;0;0;0;0
37;260;20220702;14;180;40;30;80;228;;105;5;202;0;0;10196;82;7;45;;5;0;0;0;0;0
38;260;20220702;15;180;40;40;70;224;;110;1;105;0;0;10194;83;8;48;;5;0;0;0;0;0
39;260;20220702;16;210;40;40;70;230;;100;5;154;0;0;10190;82;8;43;;5;0;0;0;0;0
40;260;20220702;17;210;30;30;70;233;;99;10;154;0;0;10185;83;8;42;;5;0;0;0;0;0
41;260;20220702;18;220;30;20;50;223;212.0;108;7;76;0;0;10183;83;8;48;;5;0;0;0;0;0
42;260;20220702;19;210;20;10;50;203;;124;0;14;0;0;10179;83;8;60;;5;0;0;0;0;0
43;260;20220702;20;360;20;10;30;191;;131;0;4;0;0;10180;80;8;68;;5;0;0;0;0;0
44;260;20220702;21;310;10;20;30;183;;129;0;0;0;-1;10181;72;8;70;81.0;7;0;1;0;0;0
45;260;20220702;22;330;20;20;30;177;;129;0;0;0;-1;10180;75;8;73;23.0;7;0;1;0;0;0
46;260;20220702;23;330;10;20;30;157;;128;0;0;0;0;10178;70;8;82;;5;0;0;0;0;0
47;260;20220702;24;310;20;10;40;142;113.0;124;0;0;0;0;10178;70;1;88;1.0;7;0;0;0;0;0
48;260;20220703;1;0;10;0;20;125;;118;0;0;0;0;10177;65;0;95;;5;0;0;0;0;0
49;260;20220703;2;0;0;0;10;117;;113;0;0;0;0;10174;65;1;97;;5;0;0;0;0;0
50;260;20220703;3;210;10;10;30;121;;118;0;0;0;0;10173;65;8;97;;5;0;0;0;0;0
51;260;20220703;4;230;10;10;30;125;;121;0;3;0;0;10173;65;8;97;;5;0;0;0;0;0
52;260;20220703;5;230;20;20;30;161;;127;7;27;0;0;10175;75;8;80;;5;0;0;0;0;0
53;260;20220703;6;240;20;30;40;176;92.0;133;5;66;0;0;10177;75;7;75;;5;0;0;0;0;0
54;260;20220703;7;250;30;30;50;182;;135;10;113;0;0;10178;75;2;73;;5;0;0;0;0;0
55;260;20220703;8;220;30;30;60;195;;132;10;191;0;0;10180;80;1;67;;5;0;0;0;0;0
56;260;20220703;9;260;30;30;70;195;;132;8;213;0;0;10181;80;7;66;;5;0;0;0;0;0
57;260;20220703;10;230;30;30;60;209;;132;8;250;0;0;10181;82;7;61;;5;0;0;0;0;0
58;260;20220703;11;270;30;30;80;180;;141;1;60;0;-1;10187;75;8;77;81.0;7;0;1;0;0;0
59;260;20220703;12;260;30;30;60;195;175.0;133;2;157;0;-1;10182;80;8;67;23.0;7;0;1;0;0;0
60;260;20220703;13;280;30;30;100;205;;142;5;189;2;6;10184;80;4;67;23.0;7;0;1;0;0;0
61;260;20220703;14;280;40;30;90;203;;128;6;213;0;0;10187;81;3;62;;5;0;0;0;0;0
62;260;20220703;15;290;40;40;90;199;;122;4;122;0;0;10190;83;7;61;3.0;7;0;0;0;0;0
63;260;20220703;16;270;40;30;90;202;;111;9;168;0;0;10190;82;5;55;;5;0;0;0;0;0
64;260;20220703;17;290;40;40;80;191;;115;5;89;0;0;10191;83;6;61;;5;0;0;0;0;0
65;260;20220703;18;280;40;30;80;183;172.0;113;8;94;0;0;10193;83;2;63;1.0;7;0;0;0;0;0
66;260;20220703;19;280;30;30;60;179;;121;10;54;0;0;10196;80;3;68;;5;0;0;0;0;0
67;260;20220703;20;300;30;20;60;164;;115;3;12;0;0;10199;75;0;72;;5;0;0;0;0;0
68;260;20220703;21;290;20;10;50;149;;114;0;0;0;0;10202;75;0;79;;5;0;0;0;0;0
69;260;20220703;22;270;10;10;30;126;;114;0;0;0;0;10204;65;7;92;;5;0;0;0;0;0
70;260;20220703;23;260;10;10;20;115;;110;0;0;0;0;10205;65;8;96;;5;0;0;0;0;0
71;260;20220703;24;200;10;10;10;107;78.0;105;0;0;0;0;10202;19;0;98;10.0;7;0;0;0;0;0
72;260;20220704;1;150;10;10;20;102;;99;0;0;0;0;10198;4;1;98;34.0;7;1;0;0;0;0
73;260;20220704;2;150;10;10;20;101;;100;0;0;0;0;10196;8;1;99;32.0;7;1;0;0;0;0
74;260;20220704;3;150;10;10;20;97;;94;0;0;0;0;10195;3;1;98;34.0;7;1;0;0;0;0
75;260;20220704;4;150;10;20;20;103;;100;2;5;0;0;10198;14;5;98;20.0;7;1;0;0;0;0
76;260;20220704;5;180;10;10;30;130;;125;5;23;0;0;10201;64;6;96;;5;0;0;0;0;0
77;260;20220704;6;220;20;30;50;161;64.0;138;6;65;0;0;10202;70;7;86;3.0;7;0;0;0;0;0
78;260;20220704;7;220;20;20;50;175;;143;9;111;0;0;10200;70;3;81;;5;0;0;0;0;0
79;260;20220704;8;220;20;30;60;193;;131;10;182;0;0;10202;80;3;67;;5;0;0;0;0;0
80;260;20220704;9;220;40;40;70;202;;117;9;216;0;0;10205;80;5;58;;5;0;0;0;0;0
81;260;20220704;10;270;30;40;60;191;;105;1;101;0;0;10206;83;8;57;;5;0;0;0;0;0
82;260;20220704;11;260;40;40;70;211;;109;8;208;0;0;10205;82;4;52;;5;0;0;0;0;0
