;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;344;20210701;1;280;30;30;50;134;;112;0;0;0;0;10151;70;8;86;;5;0;0;0;0;0
1;344;20210701;2;270;40;30;60;134;;108;0;0;0;0;10151;70;8;84;;5;0;0;0;0;0
2;344;20210701;3;270;40;40;60;132;;114;0;0;0;0;10150;66;8;88;;5;0;0;0;0;0
3;344;20210701;4;270;40;40;70;133;;116;0;0;0;0;10150;63;8;89;;5;0;0;0;0;0
4;344;20210701;5;280;40;50;80;134;;122;0;5;0;0;10151;64;8;92;;5;0;0;0;0;0
5;344;20210701;6;270;40;40;70;140;129.0;125;0;21;0;0;10151;68;8;90;;5;0;0;0;0;0
6;344;20210701;7;290;40;50;80;145;;124;0;26;0;0;10153;64;8;87;;5;0;0;0;0;0
7;344;20210701;8;280;50;50;80;145;;123;0;29;0;0;10155;65;8;86;;5;0;0;0;0;0
8;344;20210701;9;290;40;40;80;152;;126;0;44;0;0;10158;70;8;84;;5;0;0;0;0;0
9;344;20210701;10;270;40;30;80;148;;139;0;43;0;-1;10159;56;8;94;51.0;7;0;1;0;0;0
10;344;20210701;11;270;40;50;80;155;;127;0;81;0;-1;10160;63;8;83;22.0;7;0;1;0;0;0
11;344;20210701;12;270;50;50;70;158;141.0;130;0;69;0;0;10162;63;8;83;2.0;7;0;0;0;0;0
12;344;20210701;13;270;50;60;80;160;;129;0;95;0;0;10164;64;8;82;;5;0;0;0;0;0
13;344;20210701;14;270;50;50;80;160;;125;0;72;0;0;10167;72;8;79;;5;0;0;0;0;0
14;344;20210701;15;270;50;50;80;158;;127;0;61;0;0;10166;70;8;81;;5;0;0;0;0;0
15;344;20210701;16;270;40;40;80;153;;127;0;40;0;0;10168;67;8;84;;5;0;0;0;0;0
16;344;20210701;17;270;40;40;70;155;;129;0;31;0;0;10166;68;8;84;;5;0;0;0;0;0
17;344;20210701;18;280;40;40;60;152;153.0;123;0;23;0;0;10167;70;8;82;;5;0;0;0;0;0
18;344;20210701;19;260;30;30;60;152;;127;0;9;0;0;10166;70;8;84;;5;0;0;0;0;0
19;344;20210701;20;250;30;30;50;150;;125;0;2;0;0;10166;68;8;85;;5;0;0;0;0;0
20;344;20210701;21;240;30;30;50;137;;120;0;0;0;0;10167;65;8;89;;5;0;0;0;0;0
21;344;20210701;22;240;20;20;40;147;;130;0;0;0;0;10167;64;8;89;;5;0;0;0;0;0
22;344;20210701;23;250;30;20;50;149;;129;0;0;0;0;10164;70;8;87;;5;0;0;0;0;0
23;344;20210701;24;250;20;10;40;147;131.0;133;0;0;0;0;10162;65;8;91;;5;0;0;0;0;0
24;344;20210702;1;240;20;30;50;146;;133;0;0;0;-1;10161;56;8;91;22.0;7;0;1;0;0;0
25;344;20210702;2;240;30;30;50;146;;134;0;0;0;-1;10159;65;8;92;23.0;7;0;1;0;0;0
26;344;20210702;3;230;30;30;60;146;;136;0;0;0;0;10157;59;8;93;10.0;7;0;0;0;0;0
27;344;20210702;4;250;30;20;40;148;;139;0;0;0;0;10158;63;8;94;;5;0;0;0;0;0
28;344;20210702;5;240;20;20;40;147;;142;0;4;0;-1;10158;26;8;97;51.0;7;0;1;0;0;0
29;344;20210702;6;240;20;20;30;150;143.0;146;0;12;0;-1;10160;50;8;97;22.0;7;0;1;0;0;0
30;344;20210702;7;280;20;20;40;152;;146;0;18;0;-1;10164;59;8;95;23.0;7;0;1;0;0;0
31;344;20210702;8;280;20;20;40;165;;147;0;80;0;0;10167;62;8;88;;5;0;0;0;0;0
32;344;20210702;9;280;30;30;50;168;;146;0;53;0;0;10172;70;8;87;2.0;7;0;0;0;0;0
33;344;20210702;10;280;30;30;50;173;;147;0;70;0;0;10176;66;8;84;;5;0;0;0;0;0
34;344;20210702;11;250;30;20;50;177;;147;0;98;0;0;10178;69;8;82;;5;0;0;0;0;0
35;344;20210702;12;270;20;30;40;188;151.0;152;0;133;0;0;10177;63;8;79;2.0;7;0;0;0;0;0
