;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;240;20230701;1;200;90;90;130;163;;142;0;0;0;0;10056;70;8;87;;5;0;0;0;0;0
1;240;20230701;2;200;90;80;130;159;;149;0;0;0;0;10047;57;8;93;10.0;7;0;0;0;0;0
2;240;20230701;3;200;80;80;120;159;;155;0;0;0;-1;10041;30;8;97;51.0;7;0;1;0;0;0
3;240;20230701;4;210;80;80;110;162;;158;0;1;7;2;10034;30;8;97;52.0;7;0;1;0;0;0
4;240;20230701;5;210;70;70;110;165;;161;0;5;10;6;10031;29;8;97;81.0;7;0;1;0;0;0
5;240;20230701;6;210;70;70;100;168;157.0;165;0;14;10;11;10028;31;8;97;58.0;7;0;1;0;0;0
6;240;20230701;7;220;80;80;110;172;;168;0;28;10;11;10028;30;8;97;53.0;7;0;1;0;0;0
7;240;20230701;8;220;70;70;100;177;;173;0;48;10;14;10027;28;8;98;53.0;7;0;1;0;0;0
8;240;20230701;9;240;60;70;100;179;;170;0;54;7;5;10026;58;8;94;23.0;7;0;1;0;0;0
9;240;20230701;10;260;70;70;100;188;;172;0;73;0;0;10025;70;8;90;;5;0;0;0;0;0
10;240;20230701;11;260;70;70;100;187;;168;0;84;0;0;10027;69;8;89;;5;0;0;0;0;0
11;240;20230701;12;270;70;70;100;188;168.0;163;0;104;0;0;10030;70;8;85;2.0;7;0;0;0;0;0
12;240;20230701;13;290;70;60;110;174;;160;1;84;8;6;10037;57;8;91;52.0;7;0;1;0;0;0
13;240;20230701;14;280;70;70;100;173;;154;0;86;0;-1;10043;57;8;88;57.0;7;0;1;0;0;0
14;240;20230701;15;270;60;70;90;184;;152;1;122;0;-1;10044;70;8;81;23.0;7;0;1;0;0;0
15;240;20230701;16;260;60;70;90;187;;147;2;90;0;0;10046;75;8;77;;5;0;0;0;0;0
16;240;20230701;17;260;70;70;100;184;;148;0;52;0;0;10047;75;8;79;;5;0;0;0;0;0
17;240;20230701;18;270;70;50;100;180;170.0;146;0;26;0;0;10052;75;8;80;2.0;7;0;0;0;0;0
18;240;20230701;19;250;50;50;70;180;;138;0;13;0;0;10055;75;8;76;;5;0;0;0;0;0
19;240;20230701;20;230;50;50;70;177;;136;0;4;0;0;10058;75;8;76;;5;0;0;0;0;0
20;240;20230701;21;230;50;50;80;174;;136;0;0;0;0;10061;75;8;78;;5;0;0;0;0;0
21;240;20230701;22;240;50;50;70;177;;139;0;0;0;0;10064;75;8;78;;5;0;0;0;0;0
22;240;20230701;23;280;50;60;80;174;;113;0;0;0;0;10066;80;8;67;;5;0;0;0;0;0
23;240;20230701;24;290;60;60;100;167;155.0;94;0;0;0;0;10068;78;7;61;;5;0;0;0;0;0
24;240;20230702;1;280;60;50;80;159;;94;0;0;0;0;10067;73;8;65;;5;0;0;0;0;0
