;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;260;20230701;1;210;60;50;120;158;;134;0;0;0;-1;10064;56;8;85;51.0;7;0;1;0;0;0
1;260;20230701;2;210;60;60;120;166;;128;0;0;0;-1;10055;75;8;78;22.0;7;0;1;0;0;0
2;260;20230701;3;200;60;50;120;166;;132;0;0;0;0;10049;75;8;80;2.0;7;0;0;0;0;0
3;260;20230701;4;200;60;60;120;164;;139;0;0;0;0;10043;70;8;85;;5;0;0;0;0;0
4;260;20230701;5;200;60;50;110;159;;147;0;4;0;0;10039;57;8;93;10.0;7;0;0;0;0;0
5;260;20230701;6;200;50;40;100;164;154.0;151;0;9;0;-1;10035;64;8;91;51.0;7;0;1;0;0;0
6;260;20230701;7;210;50;40;100;165;;156;0;16;7;7;10034;59;8;94;51.0;7;0;1;0;0;0
7;260;20230701;8;210;40;30;90;170;;162;0;27;0;-1;10032;56;8;94;81.0;7;0;1;0;0;0
8;260;20230701;9;220;50;50;100;175;;165;0;41;3;1;10030;43;8;94;23.0;7;0;1;0;0;0
9;260;20230701;10;220;40;40;90;179;;173;0;53;10;9;10028;40;8;95;58.0;7;0;1;0;0;0
10;260;20230701;11;270;40;40;80;181;;172;0;83;6;10;10029;35;8;94;61.0;7;0;1;0;0;0
11;260;20230701;12;250;40;30;80;189;163.0;169;1;116;1;1;10031;70;8;88;23.0;7;0;1;0;0;0
12;260;20230701;13;270;40;40;80;196;;165;1;110;0;-1;10034;70;8;82;23.0;7;0;1;0;0;0
13;260;20230701;14;300;50;50;110;181;;149;1;94;0;0;10042;70;8;81;;5;0;0;0;0;0
14;260;20230701;15;290;40;40;90;188;;145;1;90;0;0;10045;75;8;76;2.0;7;0;0;0;0;0
15;260;20230701;16;270;40;40;80;195;;141;1;86;0;0;10047;75;8;71;;5;0;0;0;0;0
16;260;20230701;17;270;40;50;90;193;;135;0;75;0;0;10047;80;8;69;;5;0;0;0;0;0
17;260;20230701;18;280;40;40;90;189;180.0;135;0;30;0;0;10053;75;8;70;2.0;7;0;0;0;0;0
18;260;20230701;19;270;40;30;80;183;;132;0;12;0;0;10057;75;8;71;;5;0;0;0;0;0
19;260;20230701;20;250;30;20;60;180;;124;0;3;0;0;10062;80;8;69;;5;0;0;0;0;0
20;260;20230701;21;230;30;20;50;175;;124;0;0;0;0;10065;75;8;72;;5;0;0;0;0;0
21;260;20230701;22;230;30;30;60;176;;130;0;0;0;0;10066;75;8;74;;5;0;0;0;0;0
22;260;20230701;23;220;30;40;60;177;;141;0;0;0;0;10064;75;8;79;;5;0;0;0;0;0
23;260;20230701;24;290;30;30;80;160;154.0;129;0;0;3;12;10066;70;7;81;23.0;7;0;1;0;0;0
24;260;20230702;1;270;20;20;50;150;;111;0;0;0;0;10070;75;7;77;;5;0;0;0;0;0
25;260;20230702;2;260;20;20;40;142;;104;0;0;0;0;10070;75;3;77;;5;0;0;0;0;0
26;260;20230702;3;240;20;30;40;130;;105;0;0;0;0;10074;70;4;84;;5;0;0;0;0;0
27;260;20230702;4;230;30;30;50;134;;101;0;3;0;0;10077;71;1;80;;5;0;0;0;0;0
28;260;20230702;5;230;30;30;50;144;;103;10;29;0;0;10081;69;0;76;;5;0;0;0;0;0
29;260;20230702;6;260;30;30;60;160;101.0;104;10;80;0;0;10085;73;1;69;;5;0;0;0;0;0
30;260;20230702;7;270;50;60;100;165;;94;8;116;0;0;10091;73;3;63;;5;0;0;0;0;0
31;260;20230702;8;270;50;50;100;175;;87;10;185;0;0;10096;80;3;56;;5;0;0;0;0;0
32;260;20230702;9;260;60;50;110;176;;86;9;205;0;0;10100;80;5;55;;5;0;0;0;0;0
33;260;20230702;10;280;50;60;110;179;;60;7;202;0;0;10101;81;7;45;;5;0;0;0;0;0
34;260;20230702;11;260;60;70;120;184;;58;5;209;0;0;10105;82;6;43;;5;0;0;0;0;0
35;260;20230702;12;270;60;60;120;195;160.0;66;5;206;0;0;10106;81;7;43;;5;0;0;0;0;0
36;260;20230702;13;260;60;60;130;198;;66;6;260;0;0;10109;79;5;42;;5;0;0;0;0;0
37;260;20230702;14;260;60;50;120;202;;66;10;311;0;0;10111;81;7;41;;5;0;0;0;0;0
38;260;20230702;15;270;60;60;120;196;;55;7;229;0;0;10112;82;8;39;;5;0;0;0;0;0
39;260;20230702;16;250;50;50;120;195;;67;5;153;0;0;10108;82;8;43;;5;0;0;0;0;0
40;260;20230702;17;250;50;40;120;194;;74;6;121;0;0;10106;81;7;46;;5;0;0;0;0;0
41;260;20230702;18;250;50;50;100;190;190.0;81;1;53;0;0;10103;81;8;49;;5;0;0;0;0;0
42;260;20230702;19;240;50;40;120;181;;85;0;23;0;0;10102;80;8;53;;5;0;0;0;0;0
43;260;20230702;20;240;40;40;90;177;;93;0;4;0;0;10101;82;8;57;;5;0;0;0;0;0
44;260;20230702;21;230;40;40;80;172;;109;0;0;0;0;10101;80;8;66;;5;0;0;0;0;0
45;260;20230702;22;230;40;40;80;169;;121;0;0;0;0;10100;68;8;73;;5;0;0;0;0;0
46;260;20230702;23;230;40;50;80;168;;121;0;0;0;0;10096;68;8;73;;5;0;0;0;0;0
47;260;20230702;24;220;50;50;90;167;163.0;117;0;0;0;0;10090;68;8;71;;5;0;0;0;0;0
48;260;20230703;1;230;50;50;100;163;;117;0;0;0;0;10089;67;8;74;;5;0;0;0;0;0
49;260;20230703;2;220;50;50;90;160;;122;0;0;0;0;10087;65;8;78;;5;0;0;0;0;0
50;260;20230703;3;230;40;40;80;157;;126;0;0;0;0;10086;64;8;81;;5;0;0;0;0;0
51;260;20230703;4;260;30;30;60;162;;84;0;1;0;0;10086;81;8;60;;5;0;0;0;0;0
52;260;20230703;5;270;30;30;60;160;;82;0;12;0;0;10090;82;8;59;;5;0;0;0;0;0
53;260;20230703;6;260;30;40;80;163;152.0;85;0;37;0;0;10092;81;8;60;;5;0;0;0;0;0
54;260;20230703;7;250;40;40;70;170;;82;1;73;0;0;10094;83;8;56;;5;0;0;0;0;0
55;260;20230703;8;240;50;50;100;181;;84;6;154;0;0;10095;76;7;53;;5;0;0;0;0;0
56;260;20230703;9;260;50;50;110;171;;87;1;60;0;0;10100;83;8;57;;5;0;0;0;0;0
57;260;20230703;10;260;50;50;100;173;;91;1;119;0;0;10102;81;8;58;;5;0;0;0;0;0
58;260;20230703;11;240;50;50;100;174;;87;1;117;0;0;10104;81;8;56;;5;0;0;0;0;0
59;260;20230703;12;260;60;50;120;175;162.0;85;3;131;0;-1;10104;82;8;55;23.0;7;0;1;0;0;0
60;260;20230703;13;240;60;70;130;190;;72;1;109;0;0;10105;82;8;46;;5;0;0;0;0;0
61;260;20230703;14;250;70;70;130;181;;69;3;108;0;0;10107;79;7;47;;5;0;0;0;0;0
62;260;20230703;15;250;60;60;120;174;;71;2;73;0;0;10104;83;8;50;;5;0;0;0;0;0
63;260;20230703;16;230;60;70;130;187;;74;5;131;0;0;10100;81;7;47;;5;0;0;0;0;0
64;260;20230703;17;240;60;70;140;190;;91;5;101;0;0;10093;82;7;52;;5;0;0;0;0;0
65;260;20230703;18;230;60;70;120;191;174.0;93;0;52;0;0;10088;81;8;53;;5;0;0;0;0;0
66;260;20230703;19;240;60;70;130;177;;98;0;9;0;-1;10091;75;8;59;57.0;7;0;1;0;0;0
67;260;20230703;20;220;60;50;150;143;;132;0;1;10;53;10094;61;8;92;61.0;7;0;1;0;0;0
68;260;20230703;21;240;40;30;110;139;;124;0;0;8;18;10096;64;8;90;61.0;7;0;1;0;0;0
69;260;20230703;22;230;40;40;100;130;;114;0;0;9;7;10099;70;8;89;61.0;7;0;1;0;0;0
70;260;20230703;23;220;40;40;70;135;;120;0;0;0;-1;10098;70;8;90;23.0;7;0;1;0;0;0
71;260;20230703;24;220;40;30;70;137;127.0;127;0;0;0;-1;10100;65;8;93;23.0;7;0;1;0;0;0
72;260;20230704;1;250;30;40;80;137;;112;0;0;3;4;10103;70;8;84;81.0;7;0;1;0;0;0
73;260;20230704;2;230;20;30;60;128;;109;0;0;0;-1;10103;70;8;87;23.0;7;0;1;0;0;0
74;260;20230704;3;220;30;30;40;129;;107;0;0;0;0;10103;70;8;86;2.0;7;0;0;0;0;0
75;260;20230704;4;220;20;30;40;128;;108;0;2;0;0;10105;70;8;87;;5;0;0;0;0;0
76;260;20230704;5;220;30;30;40;137;;107;0;16;0;0;10106;70;8;82;;5;0;0;0;0;0
77;260;20230704;6;220;20;30;40;155;115.0;112;5;59;0;0;10109;75;6;75;1.0;7;0;0;0;0;0
78;260;20230704;7;220;30;30;60;165;;121;7;96;0;0;10113;75;8;75;;5;0;0;0;0;0
79;260;20230704;8;240;40;50;100;161;;121;2;60;2;3;10116;75;8;76;23.0;7;0;1;0;0;0
80;260;20230704;9;240;40;50;90;175;;100;1;122;0;0;10118;80;8;61;2.0;7;0;0;0;0;0
81;260;20230704;10;230;60;50;110;184;;94;1;147;0;0;10122;80;8;55;;5;0;0;0;0;0
82;260;20230704;11;240;50;40;110;187;;89;2;129;0;0;10125;81;8;52;;5;0;0;0;0;0
83;260;20230704;12;250;60;60;120;194;151.0;84;4;219;0;0;10126;81;8;48;2.0;7;0;0;0;0;0
84;260;20230704;13;240;60;70;130;201;;85;8;282;0;0;10125;82;6;47;;5;0;0;0;0;0
85;260;20230704;14;250;50;60;100;201;;86;7;239;0;0;10124;82;7;47;;5;0;0;0;0;0
86;260;20230704;15;240;50;50;100;202;;81;4;183;0;0;10122;83;8;45;;5;0;0;0;0;0
87;260;20230704;16;250;40;30;90;206;;94;5;142;0;0;10118;80;7;48;;5;0;0;0;0;0
88;260;20230704;17;200;20;20;50;200;;101;3;93;0;0;10111;82;8;53;;5;0;0;0;0;0
89;260;20230704;18;130;10;20;30;195;199.0;109;2;42;0;0;10108;82;8;57;;5;0;0;0;0;0
90;260;20230704;19;130;20;30;30;186;;111;2;23;0;0;10098;83;8;61;;5;0;0;0;0;0
91;260;20230704;20;130;30;30;60;172;;119;0;2;4;1;10095;75;8;71;81.0;7;0;1;0;0;0
92;260;20230704;21;140;30;30;60;153;;136;0;0;3;2;10088;70;8;89;81.0;7;0;1;0;0;0
93;260;20230704;22;90;20;30;50;149;;142;0;0;7;17;10074;65;8;95;23.0;7;0;1;0;0;0
94;260;20230704;23;90;40;40;60;148;;139;0;0;0;-1;10057;64;8;94;81.0;7;0;1;0;0;0
95;260;20230704;24;110;40;40;70;150;145.0;134;0;0;4;6;10044;61;8;90;81.0;7;0;1;0;0;0
96;260;20230705;1;140;40;40;70;152;;146;0;0;6;21;10023;58;8;96;82.0;7;0;1;0;0;0
97;260;20230705;2;180;50;60;120;159;;147;0;0;5;5;10016;65;8;92;23.0;7;0;1;0;0;0
98;260;20230705;3;200;60;70;150;148;;121;0;0;0;-1;10018;70;8;83;81.0;7;0;1;0;0;0
99;260;20230705;4;200;70;70;150;142;;110;0;0;0;-1;10016;75;8;80;23.0;7;0;1;0;0;0
100;260;20230705;5;200;80;100;150;132;;114;0;9;3;6;10016;58;8;88;81.0;7;0;1;0;0;0
101;260;20230705;6;210;80;70;140;127;126.0;115;0;21;6;12;10014;50;8;91;63.0;7;0;1;0;0;0
102;260;20230705;7;220;90;90;180;117;;103;0;7;10;32;10019;58;8;91;63.0;7;0;1;0;0;0
103;260;20230705;8;240;90;90;180;127;;110;0;16;10;50;10031;59;8;89;62.0;7;0;1;0;0;0
104;260;20230705;9;250;80;60;180;125;;111;0;42;10;21;10048;58;8;90;62.0;7;0;1;0;0;0
105;260;20230705;10;260;80;70;160;118;;104;0;36;10;51;10067;59;8;90;63.0;7;0;1;0;0;0
106;260;20230705;11;260;60;70;150;146;;119;1;80;4;6;10077;67;8;84;81.0;7;0;1;0;0;0
107;260;20230705;12;290;60;50;130;125;114.0;111;0;45;10;43;10094;59;8;91;62.0;7;0;1;0;0;0
108;260;20230705;13;280;40;30;100;137;;120;3;132;4;1;10101;70;8;89;81.0;7;0;1;0;0;0
109;260;20230705;14;270;30;60;120;178;;117;3;134;0;-1;10107;80;8;67;23.0;7;0;1;0;0;0
110;260;20230705;15;260;60;70;140;185;;105;6;186;0;0;10113;81;7;59;12.0;7;0;0;0;0;0
111;260;20230705;16;270;60;60;120;183;;119;2;91;0;-1;10119;78;7;66;81.0;7;0;1;0;0;0
112;260;20230705;17;260;40;30;110;166;;105;5;84;1;2;10126;80;7;67;23.0;7;0;1;0;0;0
113;260;20230705;18;290;30;40;80;176;127.0;94;10;99;0;0;10129;83;6;58;1.0;7;0;0;0;0;0
114;260;20230705;19;280;30;20;70;162;;101;5;38;0;0;10135;80;5;67;;5;0;0;0;0;0
115;260;20230705;20;230;30;20;60;141;;121;0;2;4;4;10138;70;7;87;23.0;7;0;1;0;0;0
116;260;20230705;21;230;20;20;30;126;;115;0;0;0;0;10144;65;5;93;1.0;7;0;0;0;0;0
117;260;20230705;22;220;20;20;30;128;;116;0;0;0;0;10147;65;4;92;;5;0;0;0;0;0
118;260;20230705;23;210;20;20;30;119;;113;0;0;0;0;10149;65;5;95;;5;0;0;0;0;0
119;260;20230705;24;190;20;20;40;124;87.0;117;0;0;0;0;10149;65;8;95;3.0;7;0;0;0;0;0
120;260;20230706;1;210;30;30;50;135;;119;0;0;0;0;10149;70;1;89;;5;0;0;0;0;0
121;260;20230706;2;200;30;30;50;139;;119;0;0;0;0;10149;70;8;87;;5;0;0;0;0;0
122;260;20230706;3;210;20;20;50;137;;119;0;0;0;0;10150;70;8;88;;5;0;0;0;0;0
123;260;20230706;4;200;30;30;50;137;;120;0;1;0;0;10152;70;8;89;;5;0;0;0;0;0
124;260;20230706;5;210;30;30;50;141;;126;0;14;0;0;10155;68;7;90;;5;0;0;0;0;0
125;260;20230706;6;210;30;40;60;153;111.0;134;0;53;0;0;10158;64;8;88;;5;0;0;0;0;0
126;260;20230706;7;210;40;40;70;165;;141;4;90;0;0;10165;62;7;85;;5;0;0;0;0;0
127;260;20230706;8;220;40;30;70;181;;143;7;159;0;0;10167;71;7;78;;5;0;0;0;0;0
128;260;20230706;9;220;40;40;60;184;;134;4;169;0;0;10171;75;7;72;;5;0;0;0;0;0
129;260;20230706;10;200;40;40;70;180;;122;1;114;0;-1;10174;80;8;68;81.0;7;0;1;0;0;0
130;260;20230706;11;230;30;30;80;189;;134;1;68;3;2;10177;75;8;70;23.0;7;0;1;0;0;0
131;260;20230706;12;260;40;30;80;191;153.0;106;0;139;0;0;10179;82;8;57;2.0;7;0;0;0;0;0
132;260;20230706;13;230;40;40;90;210;;91;8;282;0;0;10180;83;5;46;;5;0;0;0;0;0
133;260;20230706;14;240;50;40;100;215;;80;10;302;0;0;10179;81;6;42;;5;0;0;0;0;0
134;260;20230706;15;270;40;40;90;211;;82;10;243;0;0;10180;82;7;43;;5;0;0;0;0;0
135;260;20230706;16;200;30;20;70;216;;84;10;200;0;0;10176;83;8;42;;5;0;0;0;0;0
136;260;20230706;17;200;30;30;60;213;;92;10;154;0;0;10176;82;7;46;;5;0;0;0;0;0
137;260;20230706;18;200;30;30;50;207;195.0;94;10;96;0;0;10178;83;7;48;;5;0;0;0;0;0
138;260;20230706;19;220;20;10;40;207;;104;8;39;0;0;10179;83;8;51;;5;0;0;0;0;0
139;260;20230706;20;340;20;10;30;166;;123;3;11;0;0;10185;75;5;75;;5;0;0;0;0;0
140;260;20230706;21;350;10;10;20;135;;126;0;0;0;0;10190;65;8;94;;5;0;0;0;0;0
141;260;20230706;22;30;10;10;10;124;;117;0;0;0;0;10193;65;7;95;;5;0;0;0;0;0
142;260;20230706;23;70;10;10;20;116;;111;0;0;0;0;10193;65;8;97;;5;0;0;0;0;0
143;260;20230706;24;100;10;10;20;111;82.0;106;0;0;0;0;10192;65;6;97;;5;0;0;0;0;0
144;260;20230707;1;110;10;10;20;105;;102;0;0;0;0;10192;20;8;98;10.0;7;0;0;0;0;0
145;260;20230707;2;140;10;20;30;100;;95;0;0;0;0;10191;60;0;97;;5;0;0;0;0;0
146;260;20230707;3;140;20;20;30;95;;90;0;0;0;0;10191;61;1;97;;5;0;0;0;0;0
147;260;20230707;4;140;20;20;30;105;;100;0;3;0;0;10193;65;1;97;;5;0;0;0;0;0
148;260;20230707;5;140;20;20;40;140;;112;10;29;0;0;10193;70;0;83;;5;0;0;0;0;0
149;260;20230707;6;140;30;30;40;168;58.0;115;10;78;0;0;10196;75;0;70;;5;0;0;0;0;0
150;260;20230707;7;150;30;30;60;195;;117;10;135;0;0;10199;81;7;60;;5;0;0;0;0;0
151;260;20230707;8;150;30;30;50;218;;120;10;191;0;0;10201;81;8;53;;5;0;0;0;0;0
152;260;20230707;9;140;40;30;60;237;;127;10;243;0;0;10202;82;6;50;;5;0;0;0;0;0
153;260;20230707;10;120;40;40;70;244;;89;10;286;0;0;10201;81;0;37;;5;0;0;0;0;0
154;260;20230707;11;140;40;40;70;254;;82;10;315;0;0;10199;81;0;33;;5;0;0;0;0;0
155;260;20230707;12;150;40;40;70;259;174.0;54;10;329;0;0;10196;81;0;26;;5;0;0;0;0;0
156;260;20230707;13;150;40;40;60;263;;75;10;327;0;0;10194;82;0;30;;5;0;0;0;0;0
157;260;20230707;14;150;30;30;80;270;;95;10;303;0;0;10191;81;0;33;;5;0;0;0;0;0
158;260;20230707;15;150;30;40;70;269;;99;10;265;0;0;10188;82;0;34;;5;0;0;0;0;0
159;260;20230707;16;130;30;30;70;272;;95;10;214;0;0;10185;82;0;32;;5;0;0;0;0;0
160;260;20230707;17;140;30;30;80;272;;87;10;157;0;0;10182;83;0;31;;5;0;0;0;0;0
161;260;20230707;18;80;30;40;60;263;262.0;97;10;101;0;0;10179;83;0;35;;5;0;0;0;0;0
162;260;20230707;19;70;30;30;60;252;;100;10;48;0;0;10179;83;0;38;;5;0;0;0;0;0
163;260;20230707;20;70;30;30;50;227;;109;3;9;0;0;10181;83;0;47;;5;0;0;0;0;0
164;260;20230707;21;60;30;30;40;212;;112;0;0;0;0;10182;83;0;53;;5;0;0;0;0;0
165;260;20230707;22;60;30;30;50;207;;110;0;0;0;0;10182;83;7;53;;5;0;0;0;0;0
166;260;20230707;23;60;30;30;60;205;;106;0;0;0;0;10180;83;6;53;;5;0;0;0;0;0
167;260;20230707;24;60;40;40;60;200;168.0;105;0;0;0;0;10178;83;2;54;;5;0;0;0;0;0
168;260;20230708;1;60;40;30;60;188;;107;0;0;0;0;10173;83;1;59;;5;0;0;0;0;0
169;260;20230708;2;70;30;30;60;181;;111;0;0;0;0;10170;83;0;63;;5;0;0;0;0;0
170;260;20230708;3;70;30;30;70;177;;113;0;0;0;0;10165;80;0;66;;5;0;0;0;0;0
171;260;20230708;4;80;30;30;50;172;;114;0;2;0;0;10166;80;0;68;;5;0;0;0;0;0
172;260;20230708;5;80;20;20;40;183;;118;8;25;0;0;10166;80;0;66;;5;0;0;0;0;0
173;260;20230708;6;80;30;30;50;199;152.0;119;10;71;0;0;10165;82;0;59;;5;0;0;0;0;0
174;260;20230708;7;100;30;30;50;222;;140;10;128;0;0;10166;83;0;59;;5;0;0;0;0;0
175;260;20230708;8;100;30;30;50;243;;137;10;185;0;0;10163;82;0;51;;5;0;0;0;0;0
176;260;20230708;9;110;30;20;50;261;;135;10;236;0;0;10166;82;0;45;;5;0;0;0;0;0
177;260;20230708;10;150;20;20;40;278;;153;10;274;0;0;10166;82;0;46;;5;0;0;0;0;0
178;260;20230708;11;160;20;20;50;293;;155;10;301;0;0;10163;80;0;43;;5;0;0;0;0;0
