;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;240;20210701;1;280;40;50;70;135;;122;0;0;0;-1;10143;60;8;91;81.0;7;0;1;0;0;0
1;240;20210701;2;280;40;40;60;136;;121;0;0;0;-1;10141;63;8;90;23.0;7;0;1;0;0;0
2;240;20210701;3;280;50;50;70;133;;124;0;0;5;4;10140;48;8;94;52.0;7;0;1;0;0;0
3;240;20210701;4;280;50;50;70;136;;127;0;0;0;-1;10140;57;8;94;22.0;7;0;1;0;0;0
4;240;20210701;5;280;40;50;70;139;;126;0;6;0;-1;10141;61;8;91;23.0;7;0;1;0;0;0
5;240;20210701;6;290;50;40;70;142;131.0;131;0;10;0;0;10142;60;8;92;2.0;7;0;0;0;0;0
6;240;20210701;7;290;50;60;80;151;;131;0;33;0;0;10143;60;8;88;;5;0;0;0;0;0
7;240;20210701;8;300;60;60;90;153;;129;0;54;0;0;10146;65;8;85;;5;0;0;0;0;0
8;240;20210701;9;290;50;60;80;163;;131;0;73;0;0;10147;66;8;81;;5;0;0;0;0;0
9;240;20210701;10;280;60;60;90;171;;126;3;137;0;0;10147;67;8;74;;5;0;0;0;0;0
10;240;20210701;11;280;60;60;90;163;;128;0;106;0;0;10151;63;8;79;;5;0;0;0;0;0
11;240;20210701;12;280;60;60;90;167;141.0;125;0;100;0;0;10152;68;8;76;;5;0;0;0;0;0
12;240;20210701;13;270;60;60;80;166;;128;0;93;0;0;10155;65;8;78;;5;0;0;0;0;0
13;240;20210701;14;280;70;70;90;170;;129;1;52;0;0;10158;62;8;76;;5;0;0;0;0;0
14;240;20210701;15;270;70;60;100;164;;122;2;149;0;0;10158;64;8;76;;5;0;0;0;0;0
15;240;20210701;16;270;70;70;90;163;;124;4;140;0;0;10159;64;8;77;;5;0;0;0;0;0
16;240;20210701;17;260;70;60;100;157;;123;0;54;0;0;10159;65;8;80;;5;0;0;0;0;0
17;240;20210701;18;270;60;60;90;158;159.0;126;0;44;0;0;10158;70;8;81;;5;0;0;0;0;0
18;240;20210701;19;260;60;60;90;153;;128;0;11;0;0;10159;64;8;85;;5;0;0;0;0;0
19;240;20210701;20;260;50;40;90;151;;128;0;2;0;0;10160;69;8;86;;5;0;0;0;0;0
20;240;20210701;21;250;40;40;70;150;;130;0;0;0;0;10161;70;8;87;;5;0;0;0;0;0
21;240;20210701;22;240;40;40;70;149;;131;0;0;0;0;10161;68;8;89;;5;0;0;0;0;0
22;240;20210701;23;250;40;40;60;147;;135;0;0;0;0;10159;65;8;92;;5;0;0;0;0;0
23;240;20210701;24;220;40;30;70;145;144.0;136;0;0;0;0;10157;60;8;94;;5;0;0;0;0;0
24;240;20210702;1;220;30;40;50;143;;139;0;0;0;-1;10156;58;8;97;23.0;7;0;1;0;0;0
25;240;20210702;2;220;40;40;60;143;;138;0;0;0;0;10153;61;8;96;;5;0;0;0;0;0
26;240;20210702;3;230;30;30;50;143;;137;0;0;0;0;10152;65;8;96;2.0;7;0;0;0;0;0
27;240;20210702;4;220;30;30;40;145;;138;0;1;0;0;10155;61;8;95;;5;0;0;0;0;0
28;240;20210702;5;190;20;20;40;150;;140;0;8;0;0;10154;62;8;94;;5;0;0;0;0;0
29;240;20210702;6;230;20;30;40;153;141.0;141;0;28;0;0;10156;56;8;92;10.0;7;0;0;0;0;0
30;240;20210702;7;210;20;20;30;157;;143;0;28;0;0;10159;65;8;91;;5;0;0;0;0;0
31;240;20210702;8;250;20;20;30;163;;144;0;32;0;0;10163;63;8;88;;5;0;0;0;0;0
32;240;20210702;9;300;20;20;30;172;;145;0;66;0;0;10166;70;8;84;;5;0;0;0;0;0
33;240;20210702;10;290;30;20;50;179;;142;0;87;0;0;10170;69;8;79;;5;0;0;0;0;0
34;240;20210702;11;300;30;30;50;205;;151;5;208;0;0;10172;75;5;70;;5;0;0;0;0;0
35;240;20210702;12;270;30;30;60;199;155.0;138;7;271;0;0;10171;79;5;67;;5;0;0;0;0;0
36;240;20210702;13;270;30;40;60;203;;138;7;254;0;0;10170;80;7;66;;5;0;0;0;0;0
37;240;20210702;14;270;40;40;70;205;;148;7;234;0;0;10171;72;1;69;;5;0;0;0;0;0
38;240;20210702;15;270;40;40;80;200;;143;10;229;0;0;10175;80;7;69;;5;0;0;0;0;0
39;240;20210702;16;270;40;40;70;201;;143;10;225;0;0;10175;72;5;69;;5;0;0;0;0;0
40;240;20210702;17;280;30;30;60;201;;142;10;159;0;0;10174;80;2;68;;5;0;0;0;0;0
41;240;20210702;18;260;30;20;50;193;215.0;138;10;103;0;0;10172;75;0;70;;5;0;0;0;0;0
42;240;20210702;19;320;20;20;40;184;;137;10;49;0;0;10172;75;1;74;;5;0;0;0;0;0
43;240;20210702;20;320;20;20;30;156;;133;3;10;0;0;10173;70;1;86;;5;0;0;0;0;0
44;240;20210702;21;30;20;20;30;149;;132;0;0;0;0;10174;63;1;89;;5;0;0;0;0;0
45;240;20210702;22;40;10;10;20;136;;129;0;0;0;0;10173;63;1;95;;5;0;0;0;0;0
46;240;20210702;23;80;10;10;10;132;;127;0;0;0;0;10170;65;1;96;;5;0;0;0;0;0
47;240;20210702;24;80;10;10;20;129;88.0;124;0;0;0;0;10170;62;2;97;;5;0;0;0;0;0
48;240;20210703;1;70;10;20;20;124;;121;0;0;0;0;10167;50;8;98;10.0;7;0;0;0;0;0
49;240;20210703;2;70;10;20;20;127;;122;0;0;0;0;10166;56;8;97;10.0;7;0;0;0;0;0
50;240;20210703;3;70;20;30;30;136;;131;0;0;0;0;10161;61;8;96;;5;0;0;0;0;0
51;240;20210703;4;70;20;20;40;142;;136;0;4;0;0;10159;60;8;95;;5;0;0;0;0;0
52;240;20210703;5;90;20;20;30;161;;148;5;29;0;0;10158;58;8;92;10.0;7;0;0;0;0;0
53;240;20210703;6;120;20;20;40;172;87.0;146;5;60;0;0;10157;58;8;84;10.0;7;0;0;0;0;0
54;240;20210703;7;120;30;30;50;196;;154;6;96;0;0;10155;59;1;76;4.0;7;0;0;0;0;0
55;240;20210703;8;120;40;30;60;211;;157;7;166;0;0;10153;61;1;71;;5;0;0;0;0;0
56;240;20210703;9;110;40;40;60;214;;152;6;199;0;0;10149;65;8;67;;5;0;0;0;0;0
57;240;20210703;10;120;40;30;60;219;;152;0;91;0;0;10147;70;8;65;;5;0;0;0;0;0
58;240;20210703;11;110;30;30;60;229;;154;0;104;0;0;10144;70;8;62;;5;0;0;0;0;0
59;240;20210703;12;120;40;40;60;225;164.0;151;0;109;0;0;10137;75;8;63;;5;0;0;0;0;0
60;240;20210703;13;120;40;30;60;232;;166;0;90;0;0;10133;75;8;66;;5;0;0;0;0;0
61;240;20210703;14;140;40;40;70;235;;161;1;112;0;-1;10128;81;8;63;23.0;7;0;1;0;0;0
62;240;20210703;15;130;40;30;60;232;;157;1;109;0;0;10128;80;8;62;2.0;7;0;0;0;0;0
63;240;20210703;16;270;30;60;80;210;;160;0;51;0;0;10128;73;8;73;;5;0;0;0;0;0
64;240;20210703;17;290;50;40;80;200;;156;2;51;1;3;10127;74;8;75;23.0;7;0;1;0;0;0
65;240;20210703;18;270;40;40;60;190;184.0;153;0;25;0;-1;10127;68;8;79;81.0;7;0;1;0;0;0
66;240;20210703;19;260;30;30;50;176;;161;0;6;7;2;10129;61;8;91;61.0;7;0;1;0;0;0
67;240;20210703;20;300;20;20;40;168;;157;0;2;4;2;10128;60;8;93;23.0;7;0;1;0;0;0
68;240;20210703;21;990;10;10;20;165;;157;0;0;0;0;10126;61;8;95;2.0;7;0;0;0;0;0
69;240;20210703;22;160;10;20;20;166;;162;0;0;0;0;10124;57;8;97;10.0;7;0;0;0;0;0
70;240;20210703;23;140;10;10;20;168;;161;0;0;0;-1;10120;50;8;95;23.0;7;0;1;0;0;0
71;240;20210703;24;110;10;10;10;167;148.0;164;0;0;0;0;10118;50;8;97;10.0;7;0;0;0;0;0
72;240;20210704;1;140;10;10;20;171;;166;0;0;3;2;10115;41;8;96;23.0;7;0;1;0;0;0
73;240;20210704;2;140;10;10;20;171;;168;0;0;3;9;10110;40;8;98;23.0;7;0;1;0;0;0
74;240;20210704;3;140;10;10;10;170;;167;0;0;0;0;10109;34;8;98;10.0;7;0;0;0;0;0
75;240;20210704;4;240;20;20;40;171;;162;0;1;0;0;10109;50;8;94;10.0;7;0;0;0;0;0
76;240;20210704;5;200;20;20;30;169;;162;2;16;0;0;10108;50;6;95;10.0;7;0;0;0;0;0
77;240;20210704;6;220;20;20;40;185;158.0;162;5;62;0;0;10106;60;7;86;3.0;7;0;0;0;0;0
78;240;20210704;7;230;20;20;30;196;;156;8;108;0;0;10103;75;7;77;;5;0;0;0;0;0
79;240;20210704;8;230;20;20;40;204;;153;5;108;0;0;10102;75;6;72;;5;0;0;0;0;0
80;240;20210704;9;240;30;30;50;207;;144;4;111;0;0;10099;80;8;67;;5;0;0;0;0;0
